_source_system,_source_table,_extracted_at_utc,_snapshot_date,_snapshot_id,campus_id,universidad_base,campus_base,radio_m,nivel_educativo_estimado,establecimientos,distancia_promedio_m
denue,denue_resumen_por_nivel_educativo,2026-06-08T13:17:27Z,2026-06-08,20260608T131619Z,uam_iztapalapa,UAM,Iztapalapa,1000,preescolar,10,697.1700052712505
denue,denue_resumen_por_nivel_educativo,2026-06-08T13:17:27Z,2026-06-08,20260608T131619Z,uam_iztapalapa,UAM,Iztapalapa,1000,educativo_no_clasificado,8,736.7371564699192
denue,denue_resumen_por_nivel_educativo,2026-06-08T13:17:27Z,2026-06-08,20260608T131619Z,uam_iztapalapa,UAM,Iztapalapa,1000,secundaria,4,734.0981805727243
denue,denue_resumen_por_nivel_educativo,2026-06-08T13:17:27Z,2026-06-08,20260608T131619Z,uam_iztapalapa,UAM,Iztapalapa,1000,superior_universitaria,4,367.87125693350765
denue,denue_resumen_por_nivel_educativo,2026-06-08T13:17:27Z,2026-06-08,20260608T131619Z,uam_iztapalapa,UAM,Iztapalapa,2000,primaria,48,1263.3372404667468
denue,denue_resumen_por_nivel_educativo,2026-06-08T13:17:27Z,2026-06-08,20260608T131619Z,uam_iztapalapa,UAM,Iztapalapa,2000,preescolar,44,1397.0259688636509
denue,denue_resumen_por_nivel_educativo,2026-06-08T13:17:27Z,2026-06-08,20260608T131619Z,uam_iztapalapa,UAM,Iztapalapa,2000,educativo_no_clasificado,42,1268.4636771915657
denue,denue_resumen_por_nivel_educativo,2026-06-08T13:17:27Z,2026-06-08,20260608T131619Z,uam_iztapalapa,UAM,Iztapalapa,2000,capacitacion_otros,35,1200.5911718422035
denue,denue_resumen_por_nivel_educativo,2026-06-08T13:17:27Z,2026-06-08,20260608T131619Z,uam_iztapalapa,UAM,Iztapalapa,2000,secundaria,12,1337.3969707789513
denue,denue_resumen_por_nivel_educativo,2026-06-08T13:17:27Z,2026-06-08,20260608T131619Z,uam_iztapalapa,UAM,Iztapalapa,2000,superior_universitaria,7,722.2330631108117
denue,denue_resumen_por_nivel_educativo,2026-06-08T13:17:27Z,2026-06-08,20260608T131619Z,uam_iztapalapa,UAM,Iztapalapa,2000,media_superior,3,1781.932225593778
denue,denue_resumen_por_nivel_educativo,2026-06-08T13:17:27Z,2026-06-08,20260608T131619Z,uam_xochimilco,UAM,Xochimilco,1000,superior_universitaria,28,558.0067365819217
denue,denue_resumen_por_nivel_educativo,2026-06-08T13:17:27Z,2026-06-08,20260608T131619Z,uam_xochimilco,UAM,Xochimilco,1000,educativo_no_clasificado,8,691.7833671607206
denue,denue_resumen_por_nivel_educativo,2026-06-08T13:17:27Z,2026-06-08,20260608T131619Z,uam_xochimilco,UAM,Xochimilco,1000,capacitacion_otros,5,654.4902775241042
denue,denue_resumen_por_nivel_educativo,2026-06-08T13:17:27Z,2026-06-08,20260608T131619Z,uam_xochimilco,UAM,Xochimilco,1000,secundaria,4,909.0450427645219
denue,denue_resumen_por_nivel_educativo,2026-06-08T13:17:27Z,2026-06-08,20260608T131619Z,uam_xochimilco,UAM,Xochimilco,1000,preescolar,3,895.8447632721219
denue,denue_resumen_por_nivel_educativo,2026-06-08T13:17:27Z,2026-06-08,20260608T131619Z,uam_xochimilco,UAM,Xochimilco,1000,primaria,3,802.7589894090928
denue,denue_resumen_por_nivel_educativo,2026-06-08T13:17:27Z,2026-06-08,20260608T131619Z,uam_xochimilco,UAM,Xochimilco,2000,capacitacion_otros,45,1447.6737543892664
denue,denue_resumen_por_nivel_educativo,2026-06-08T13:17:27Z,2026-06-08,20260608T131619Z,uam_xochimilco,UAM,Xochimilco,2000,educativo_no_clasificado,39,1450.9922900838515
denue,denue_resumen_por_nivel_educativo,2026-06-08T13:17:27Z,2026-06-08,20260608T131619Z,uam_xochimilco,UAM,Xochimilco,2000,superior_universitaria,31,672.9596588832527
denue,denue_resumen_por_nivel_educativo,2026-06-08T13:17:27Z,2026-06-08,20260608T131619Z,uam_xochimilco,UAM,Xochimilco,2000,preescolar,29,1517.6986233734688
denue,denue_resumen_por_nivel_educativo,2026-06-08T13:17:27Z,2026-06-08,20260608T131619Z,uam_xochimilco,UAM,Xochimilco,2000,primaria,19,1386.4064047263207
denue,denue_resumen_por_nivel_educativo,2026-06-08T13:17:27Z,2026-06-08,20260608T131619Z,uam_xochimilco,UAM,Xochimilco,2000,secundaria,11,1377.9479404033211
denue,denue_resumen_por_nivel_educativo,2026-06-08T13:17:27Z,2026-06-08,20260608T131619Z,uam_xochimilco,UAM,Xochimilco,2000,media_superior,2,1705.602334257102
denue,denue_resumen_por_nivel_educativo,2026-06-08T13:17:27Z,2026-06-08,20260608T131619Z,unam_cu,UNAM,Ciudad Universitaria,500,educativo_no_clasificado,104,322.75011150366623
denue,denue_resumen_por_nivel_educativo,2026-06-08T13:17:27Z,2026-06-08,20260608T131619Z,unam_cu,UNAM,Ciudad Universitaria,500,superior_universitaria,45,348.7001676213786
denue,denue_resumen_por_nivel_educativo,2026-06-08T13:17:27Z,2026-06-08,20260608T131619Z,unam_cu,UNAM,Ciudad Universitaria,500,capacitacion_otros,3,293.792938618209
denue,denue_resumen_por_nivel_educativo,2026-06-08T13:17:27Z,2026-06-08,20260608T131619Z,unam_cu,UNAM,Ciudad Universitaria,500,preescolar,2,285.5574192689134
denue,denue_resumen_por_nivel_educativo,2026-06-08T13:17:27Z,2026-06-08,20260608T131619Z,unam_cu,UNAM,Ciudad Universitaria,1000,educativo_no_clasificado,470,677.6029499865568
denue,denue_resumen_por_nivel_educativo,2026-06-08T13:17:27Z,2026-06-08,20260608T131619Z,unam_cu,UNAM,Ciudad Universitaria,1000,superior_universitaria,97,551.8279992136444
denue,denue_resumen_por_nivel_educativo,2026-06-08T13:17:27Z,2026-06-08,20260608T131619Z,unam_cu,UNAM,Ciudad Universitaria,1000,capacitacion_otros,13,685.5136876165174
denue,denue_resumen_por_nivel_educativo,2026-06-08T13:17:27Z,2026-06-08,20260608T131619Z,unam_cu,UNAM,Ciudad Universitaria,1000,primaria,5,949.2608827283691
denue,denue_resumen_por_nivel_educativo,2026-06-08T13:17:27Z,2026-06-08,20260608T131619Z,unam_cu,UNAM,Ciudad Universitaria,1000,preescolar,3,507.3766724465506
denue,denue_resumen_por_nivel_educativo,2026-06-08T13:17:27Z,2026-06-08,20260608T131619Z,unam_cu,UNAM,Ciudad Universitaria,1000,media_superior,1,923.5137420177781
denue,denue_resumen_por_nivel_educativo,2026-06-08T13:17:27Z,2026-06-08,20260608T131619Z,unam_cu,UNAM,Ciudad Universitaria,2000,educativo_no_clasificado,1002,1115.0390687627144
denue,denue_resumen_por_nivel_educativo,2026-06-08T13:17:27Z,2026-06-08,20260608T131619Z,unam_cu,UNAM,Ciudad Universitaria,2000,superior_universitaria,189,952.4667963412213
denue,denue_resumen_por_nivel_educativo,2026-06-08T13:17:27Z,2026-06-08,20260608T131619Z,unam_cu,UNAM,Ciudad Universitaria,2000,capacitacion_otros,43,1363.1445272091023
denue,denue_resumen_por_nivel_educativo,2026-06-08T13:17:27Z,2026-06-08,20260608T131619Z,unam_cu,UNAM,Ciudad Universitaria,2000,primaria,25,1465.9320187311405
denue,denue_resumen_por_nivel_educativo,2026-06-08T13:17:27Z,2026-06-08,20260608T131619Z,unam_cu,UNAM,Ciudad Universitaria,2000,preescolar,21,1350.0699059471294
denue,denue_resumen_por_nivel_educativo,2026-06-08T13:17:27Z,2026-06-08,20260608T131619Z,unam_cu,UNAM,Ciudad Universitaria,2000,secundaria,14,1643.7829230736522
denue,denue_resumen_por_nivel_educativo,2026-06-08T13:17:27Z,2026-06-08,20260608T131619Z,unam_cu,UNAM,Ciudad Universitaria,2000,media_superior,3,1026.2028470477878
