_source_system,_source_table,_extracted_at_utc,_snapshot_date,_snapshot_id,query_timestamp,origin_index,destination_index,origin,destination,travel_mode,status,condition,distance_meters,duration_seconds,static_duration_seconds,duration_minutes,static_duration_minutes,delay_seconds,delay_minutes,traffic_delay_pct
google_routes,routes_api_matriz,2026-08-04T15:56:26Z,2026-08-04,20260804T155622Z,2026-08-04T15:56:26.634421,1,0,Metro Copilco,Rectoria UNAM,DRIVE,{},ROUTE_EXISTS,1714,279.0,328.0,4.65,5.466666666666667,-49.0,-0.8166666666666667,-14.939024390243905
google_routes,routes_api_matriz,2026-08-04T15:56:26Z,2026-08-04,20260804T155622Z,2026-08-04T15:56:26.634444,0,0,Metro Universidad,Rectoria UNAM,DRIVE,{},ROUTE_EXISTS,2330,377.0,437.0,6.283333333333333,7.283333333333333,-60.0,-1.0,-13.729977116704806
google_routes,routes_api_matriz,2026-08-04T15:56:26Z,2026-08-04,20260804T155622Z,2026-08-04T15:56:26.634452,5,2,Metro Indios Verdes,IPN Zacatenco,DRIVE,{},ROUTE_EXISTS,3918,663.0,699.0,11.05,11.65,-36.0,-0.6,-5.150214592274683
google_routes,routes_api_matriz,2026-08-04T15:56:26Z,2026-08-04,20260804T155622Z,2026-08-04T15:56:26.634458,1,1,Metro Copilco,Facultad de Medicina UNAM,DRIVE,{},ROUTE_EXISTS,1883,317.0,386.0,5.283333333333333,6.433333333333334,-69.0,-1.15,-17.87564766839378
google_routes,routes_api_matriz,2026-08-04T15:56:26Z,2026-08-04,20260804T155622Z,2026-08-04T15:56:26.634464,0,1,Metro Universidad,Facultad de Medicina UNAM,DRIVE,{},ROUTE_EXISTS,2697,481.0,540.0,8.016666666666667,9.0,-59.0,-0.9833333333333333,-10.925925925925927
google_routes,routes_api_matriz,2026-08-04T15:56:26Z,2026-08-04,20260804T155622Z,2026-08-04T15:56:26.634470,2,2,Zocalo,IPN Zacatenco,DRIVE,{},ROUTE_EXISTS,9648,1363.0,1321.0,22.716666666666665,22.016666666666666,42.0,0.7,3.179409538228617
google_routes,routes_api_matriz,2026-08-04T15:56:26Z,2026-08-04,20260804T155622Z,2026-08-04T15:56:26.634475,4,1,WTC,Facultad de Medicina UNAM,DRIVE,{},ROUTE_EXISTS,12982,1634.0,1334.0,27.233333333333334,22.233333333333334,300.0,5.0,22.488755622188904
google_routes,routes_api_matriz,2026-08-04T15:56:26Z,2026-08-04,20260804T155622Z,2026-08-04T15:56:26.634489,4,0,WTC,Rectoria UNAM,DRIVE,{},ROUTE_EXISTS,13107,1597.0,1331.0,26.616666666666667,22.183333333333334,266.0,4.433333333333334,19.98497370398198
google_routes,routes_api_matriz,2026-08-04T15:56:26Z,2026-08-04,20260804T155622Z,2026-08-04T15:56:26.634497,3,2,Angel de la Independencia,IPN Zacatenco,DRIVE,{},ROUTE_EXISTS,12546,1185.0,1361.0,19.75,22.683333333333334,-176.0,-2.933333333333333,-12.931667891256426
google_routes,routes_api_matriz,2026-08-04T15:56:26Z,2026-08-04,20260804T155622Z,2026-08-04T15:56:26.634503,3,1,Angel de la Independencia,Facultad de Medicina UNAM,DRIVE,{},ROUTE_EXISTS,19656,2316.0,1932.0,38.6,32.2,384.0,6.4,19.875776397515523
google_routes,routes_api_matriz,2026-08-04T15:56:26Z,2026-08-04,20260804T155622Z,2026-08-04T15:56:26.634508,3,0,Angel de la Independencia,Rectoria UNAM,DRIVE,{},ROUTE_EXISTS,19781,2279.0,1929.0,37.983333333333334,32.15,350.0,5.833333333333333,18.144116122343192
google_routes,routes_api_matriz,2026-08-04T15:56:26Z,2026-08-04,20260804T155622Z,2026-08-04T15:56:26.634513,0,2,Metro Universidad,IPN Zacatenco,DRIVE,{},ROUTE_EXISTS,31798,3805.0,3229.0,63.416666666666664,53.81666666666667,576.0,9.6,17.83834004335707
google_routes,routes_api_matriz,2026-08-04T15:56:26Z,2026-08-04,20260804T155622Z,2026-08-04T15:56:26.634519,2,1,Zocalo,Facultad de Medicina UNAM,DRIVE,{},ROUTE_EXISTS,21251,3024.0,2383.0,50.4,39.71666666666667,641.0,10.683333333333334,26.898866974402026
google_routes,routes_api_matriz,2026-08-04T15:56:26Z,2026-08-04,20260804T155622Z,2026-08-04T15:56:26.634523,4,2,WTC,IPN Zacatenco,DRIVE,{},ROUTE_EXISTS,17244,2318.0,1948.0,38.63333333333333,32.46666666666667,370.0,6.166666666666667,18.993839835728956
google_routes,routes_api_matriz,2026-08-04T15:56:26Z,2026-08-04,20260804T155622Z,2026-08-04T15:56:26.634528,5,0,Metro Indios Verdes,Rectoria UNAM,DRIVE,{},ROUTE_EXISTS,27445,4017.0,2679.0,66.95,44.65,1338.0,22.3,49.944008958566634
google_routes,routes_api_matriz,2026-08-04T15:56:26Z,2026-08-04,20260804T155622Z,2026-08-04T15:56:26.634533,5,1,Metro Indios Verdes,Facultad de Medicina UNAM,DRIVE,{},ROUTE_EXISTS,27320,4046.0,2681.0,67.43333333333334,44.68333333333333,1365.0,22.75,50.91383812010444
google_routes,routes_api_matriz,2026-08-04T15:56:26Z,2026-08-04,20260804T155622Z,2026-08-04T15:56:26.634538,2,0,Zocalo,Rectoria UNAM,DRIVE,{},ROUTE_EXISTS,21376,2991.0,2380.0,49.85,39.666666666666664,611.0,10.183333333333334,25.672268907563023
google_routes,routes_api_matriz,2026-08-04T15:56:26Z,2026-08-04,20260804T155622Z,2026-08-04T15:56:26.634556,1,2,Metro Copilco,IPN Zacatenco,DRIVE,{},ROUTE_EXISTS,30508,3564.0,2981.0,59.4,49.68333333333333,583.0,9.716666666666667,19.55719557195572
