_source_system,_source_table,_extracted_at_utc,_snapshot_date,_snapshot_id,query_timestamp,origin_index,destination_index,origin,destination,travel_mode,status,condition,distance_meters,duration_seconds,static_duration_seconds,duration_minutes,static_duration_minutes,delay_seconds,delay_minutes,traffic_delay_pct
google_routes,routes_api_matriz,2026-07-13T16:05:07Z,2026-07-13,20260713T160502Z,2026-07-13T16:05:07.228055,1,1,Metro Copilco,Facultad de Medicina UNAM,DRIVE,{},ROUTE_EXISTS,2147,604.0,493.0,10.066666666666666,8.216666666666667,111.0,1.85,22.515212981744416
google_routes,routes_api_matriz,2026-07-13T16:05:07Z,2026-07-13,20260713T160502Z,2026-07-13T16:05:07.228077,0,0,Metro Universidad,Rectoria UNAM,DRIVE,{},ROUTE_EXISTS,2330,395.0,444.0,6.583333333333333,7.4,-49.0,-0.8166666666666667,-11.036036036036034
google_routes,routes_api_matriz,2026-07-13T16:05:07Z,2026-07-13,20260713T160502Z,2026-07-13T16:05:07.228086,5,2,Metro Indios Verdes,IPN Zacatenco,DRIVE,{},ROUTE_EXISTS,3918,663.0,682.0,11.05,11.366666666666667,-19.0,-0.31666666666666665,-2.7859237536656867
google_routes,routes_api_matriz,2026-07-13T16:05:07Z,2026-07-13,20260713T160502Z,2026-07-13T16:05:07.228094,1,0,Metro Copilco,Rectoria UNAM,DRIVE,{},ROUTE_EXISTS,3848,814.0,715.0,13.566666666666666,11.916666666666666,99.0,1.65,13.846153846153841
google_routes,routes_api_matriz,2026-07-13T16:05:07Z,2026-07-13,20260713T160502Z,2026-07-13T16:05:07.228102,0,1,Metro Universidad,Facultad de Medicina UNAM,DRIVE,{},ROUTE_EXISTS,2697,469.0,552.0,7.816666666666666,9.2,-83.0,-1.3833333333333333,-15.03623188405797
google_routes,routes_api_matriz,2026-07-13T16:05:07Z,2026-07-13,20260713T160502Z,2026-07-13T16:05:07.228110,3,0,Angel de la Independencia,Rectoria UNAM,DRIVE,{},ROUTE_EXISTS,18626,1815.0,1899.0,30.25,31.65,-84.0,-1.4,-4.423380726698268
google_routes,routes_api_matriz,2026-07-13T16:05:07Z,2026-07-13,20260713T160502Z,2026-07-13T16:05:07.228117,3,2,Angel de la Independencia,IPN Zacatenco,DRIVE,{},ROUTE_EXISTS,12546,1232.0,1355.0,20.533333333333335,22.583333333333332,-123.0,-2.05,-9.077490774907748
google_routes,routes_api_matriz,2026-07-13T16:05:07Z,2026-07-13,20260713T160502Z,2026-07-13T16:05:07.228131,3,1,Angel de la Independencia,Facultad de Medicina UNAM,DRIVE,{},ROUTE_EXISTS,18501,1830.0,1901.0,30.5,31.683333333333334,-71.0,-1.1833333333333333,-3.734876380852181
google_routes,routes_api_matriz,2026-07-13T16:05:07Z,2026-07-13,20260713T160502Z,2026-07-13T16:05:07.228141,2,0,Zocalo,Rectoria UNAM,DRIVE,{},ROUTE_EXISTS,21376,2574.0,2413.0,42.9,40.21666666666667,161.0,2.683333333333333,6.6721922917529985
google_routes,routes_api_matriz,2026-07-13T16:05:07Z,2026-07-13,20260713T160502Z,2026-07-13T16:05:07.228149,4,0,WTC,Rectoria UNAM,DRIVE,{},ROUTE_EXISTS,12999,1250.0,1341.0,20.833333333333332,22.35,-91.0,-1.5166666666666666,-6.785980611483966
google_routes,routes_api_matriz,2026-07-13T16:05:07Z,2026-07-13,20260713T160502Z,2026-07-13T16:05:07.228156,2,2,Zocalo,IPN Zacatenco,DRIVE,{},ROUTE_EXISTS,9648,1337.0,1315.0,22.283333333333335,21.916666666666668,22.0,0.36666666666666664,1.6730038022813698
google_routes,routes_api_matriz,2026-07-13T16:05:07Z,2026-07-13,20260713T160502Z,2026-07-13T16:05:07.228163,5,0,Metro Indios Verdes,Rectoria UNAM,DRIVE,{},ROUTE_EXISTS,27445,3688.0,2677.0,61.46666666666667,44.61666666666667,1011.0,16.85,37.766156144938364
google_routes,routes_api_matriz,2026-07-13T16:05:07Z,2026-07-13,20260713T160502Z,2026-07-13T16:05:07.228169,5,1,Metro Indios Verdes,Facultad de Medicina UNAM,DRIVE,{},ROUTE_EXISTS,27320,3693.0,2679.0,61.55,44.65,1014.0,16.9,37.84994400895856
google_routes,routes_api_matriz,2026-07-13T16:05:07Z,2026-07-13,20260713T160502Z,2026-07-13T16:05:07.228183,1,2,Metro Copilco,IPN Zacatenco,DRIVE,{},ROUTE_EXISTS,30508,3206.0,2995.0,53.43333333333333,49.916666666666664,211.0,3.5166666666666666,7.0450751252086885
google_routes,routes_api_matriz,2026-07-13T16:05:07Z,2026-07-13,20260713T160502Z,2026-07-13T16:05:07.228190,0,2,Metro Universidad,IPN Zacatenco,DRIVE,{},ROUTE_EXISTS,25955,3584.0,3346.0,59.733333333333334,55.766666666666666,238.0,3.966666666666667,7.112970711297062
google_routes,routes_api_matriz,2026-07-13T16:05:07Z,2026-07-13,20260713T160502Z,2026-07-13T16:05:07.228197,4,2,WTC,IPN Zacatenco,DRIVE,{},ROUTE_EXISTS,17244,1998.0,1949.0,33.3,32.483333333333334,49.0,0.8166666666666667,2.5141097998973905
google_routes,routes_api_matriz,2026-07-13T16:05:07Z,2026-07-13,20260713T160502Z,2026-07-13T16:05:07.228203,2,1,Zocalo,Facultad de Medicina UNAM,DRIVE,{},ROUTE_EXISTS,16348,2590.0,2369.0,43.166666666666664,39.483333333333334,221.0,3.683333333333333,9.328830730265935
google_routes,routes_api_matriz,2026-07-13T16:05:07Z,2026-07-13,20260713T160502Z,2026-07-13T16:05:07.228209,4,1,WTC,Facultad de Medicina UNAM,DRIVE,{},ROUTE_EXISTS,12874,1274.0,1343.0,21.233333333333334,22.383333333333333,-69.0,-1.15,-5.1377513030528625
