_source_system,_source_table,_extracted_at_utc,_snapshot_date,_snapshot_id,query_timestamp,origin_index,destination_index,origin,destination,travel_mode,status,condition,distance_meters,duration_seconds,static_duration_seconds,duration_minutes,static_duration_minutes,delay_seconds,delay_minutes,traffic_delay_pct
google_routes,routes_api_matriz,2026-08-21T14:07:06Z,2026-08-21,20260821T140702Z,2026-08-21T14:07:06.365543,1,0,Metro Copilco,Rectoria UNAM,DRIVE,{},ROUTE_EXISTS,1714,294.0,323.0,4.9,5.383333333333334,-29.0,-0.48333333333333334,-8.978328173374617
google_routes,routes_api_matriz,2026-08-21T14:07:06Z,2026-08-21,20260821T140702Z,2026-08-21T14:07:06.365565,0,0,Metro Universidad,Rectoria UNAM,DRIVE,{},ROUTE_EXISTS,2330,403.0,429.0,6.716666666666667,7.15,-26.0,-0.43333333333333335,-6.060606060606055
google_routes,routes_api_matriz,2026-08-21T14:07:06Z,2026-08-21,20260821T140702Z,2026-08-21T14:07:06.365572,0,1,Metro Universidad,Facultad de Medicina UNAM,DRIVE,{},ROUTE_EXISTS,2697,477.0,537.0,7.95,8.95,-60.0,-1.0,-11.1731843575419
google_routes,routes_api_matriz,2026-08-21T14:07:06Z,2026-08-21,20260821T140702Z,2026-08-21T14:07:06.365578,1,1,Metro Copilco,Facultad de Medicina UNAM,DRIVE,{},ROUTE_EXISTS,1883,326.0,386.0,5.433333333333334,6.433333333333334,-60.0,-1.0,-15.544041450777202
google_routes,routes_api_matriz,2026-08-21T14:07:06Z,2026-08-21,20260821T140702Z,2026-08-21T14:07:06.365584,5,2,Metro Indios Verdes,IPN Zacatenco,DRIVE,{},ROUTE_EXISTS,3871,629.0,655.0,10.483333333333333,10.916666666666666,-26.0,-0.43333333333333335,-3.969465648854964
google_routes,routes_api_matriz,2026-08-21T14:07:06Z,2026-08-21,20260821T140702Z,2026-08-21T14:07:06.365590,2,0,Zocalo,Rectoria UNAM,DRIVE,{},ROUTE_EXISTS,17175,3194.0,2502.0,53.233333333333334,41.7,692.0,11.533333333333333,27.657873701039158
google_routes,routes_api_matriz,2026-08-21T14:07:06Z,2026-08-21,20260821T140702Z,2026-08-21T14:07:06.365596,3,2,Angel de la Independencia,IPN Zacatenco,DRIVE,{},ROUTE_EXISTS,12546,1307.0,1357.0,21.783333333333335,22.616666666666667,-50.0,-0.8333333333333334,-3.6845983787767156
google_routes,routes_api_matriz,2026-08-21T14:07:06Z,2026-08-21,20260821T140702Z,2026-08-21T14:07:06.365607,2,2,Zocalo,IPN Zacatenco,DRIVE,{},ROUTE_EXISTS,9648,1408.0,1317.0,23.466666666666665,21.95,91.0,1.5166666666666666,6.909643128321941
google_routes,routes_api_matriz,2026-08-21T14:07:06Z,2026-08-21,20260821T140702Z,2026-08-21T14:07:06.365615,4,1,WTC,Facultad de Medicina UNAM,DRIVE,{},ROUTE_EXISTS,12972,1538.0,1384.0,25.633333333333333,23.066666666666666,154.0,2.566666666666667,11.12716763005781
google_routes,routes_api_matriz,2026-08-21T14:07:06Z,2026-08-21,20260821T140702Z,2026-08-21T14:07:06.365622,3,1,Angel de la Independencia,Facultad de Medicina UNAM,DRIVE,{},ROUTE_EXISTS,19303,2727.0,2286.0,45.45,38.1,441.0,7.35,19.291338582677177
