_source_system,_source_table,_extracted_at_utc,_snapshot_date,_snapshot_id,query_timestamp,origin_index,destination_index,origin,destination,travel_mode,status,condition,distance_meters,duration_seconds,static_duration_seconds,duration_minutes,static_duration_minutes,delay_seconds,delay_minutes,traffic_delay_pct
google_routes,routes_api_matriz,2026-08-20T14:12:33Z,2026-08-20,20260820T141228Z,2026-08-20T14:12:33.272707,1,0,Metro Copilco,Rectoria UNAM,DRIVE,{},ROUTE_EXISTS,1714,282.0,323.0,4.7,5.383333333333334,-41.0,-0.6833333333333333,-12.693498452012387
google_routes,routes_api_matriz,2026-08-20T14:12:33Z,2026-08-20,20260820T141228Z,2026-08-20T14:12:33.272748,0,0,Metro Universidad,Rectoria UNAM,DRIVE,{},ROUTE_EXISTS,2330,392.0,429.0,6.533333333333333,7.15,-37.0,-0.6166666666666667,-8.62470862470862
google_routes,routes_api_matriz,2026-08-20T14:12:33Z,2026-08-20,20260820T141228Z,2026-08-20T14:12:33.272755,1,1,Metro Copilco,Facultad de Medicina UNAM,DRIVE,{},ROUTE_EXISTS,1883,310.0,386.0,5.166666666666667,6.433333333333334,-76.0,-1.2666666666666666,-19.68911917098446
google_routes,routes_api_matriz,2026-08-20T14:12:33Z,2026-08-20,20260820T141228Z,2026-08-20T14:12:33.272762,0,1,Metro Universidad,Facultad de Medicina UNAM,DRIVE,{},ROUTE_EXISTS,2697,486.0,537.0,8.1,8.95,-51.0,-0.85,-9.49720670391061
google_routes,routes_api_matriz,2026-08-20T14:12:33Z,2026-08-20,20260820T141228Z,2026-08-20T14:12:33.272767,5,2,Metro Indios Verdes,IPN Zacatenco,DRIVE,{},ROUTE_EXISTS,3871,677.0,655.0,11.283333333333333,10.916666666666666,22.0,0.36666666666666664,3.358778625954195
google_routes,routes_api_matriz,2026-08-20T14:12:33Z,2026-08-20,20260820T141228Z,2026-08-20T14:12:33.272773,2,2,Zocalo,IPN Zacatenco,DRIVE,{},ROUTE_EXISTS,9648,1307.0,1317.0,21.783333333333335,21.95,-10.0,-0.16666666666666666,-0.759301442672744
google_routes,routes_api_matriz,2026-08-20T14:12:33Z,2026-08-20,20260820T141228Z,2026-08-20T14:12:33.272778,4,1,WTC,Facultad de Medicina UNAM,DRIVE,{},ROUTE_EXISTS,12972,1358.0,1384.0,22.633333333333333,23.066666666666666,-26.0,-0.43333333333333335,-1.8786127167630062
google_routes,routes_api_matriz,2026-08-20T14:12:33Z,2026-08-20,20260820T141228Z,2026-08-20T14:12:33.272791,4,0,WTC,Rectoria UNAM,DRIVE,{},ROUTE_EXISTS,13097,1332.0,1379.0,22.2,22.983333333333334,-47.0,-0.7833333333333333,-3.4082668600435073
google_routes,routes_api_matriz,2026-08-20T14:12:33Z,2026-08-20,20260820T141228Z,2026-08-20T14:12:33.272799,3,1,Angel de la Independencia,Facultad de Medicina UNAM,DRIVE,{},ROUTE_EXISTS,19303,2427.0,2286.0,40.45,38.1,141.0,2.35,6.167979002624668
google_routes,routes_api_matriz,2026-08-20T14:12:33Z,2026-08-20,20260820T141228Z,2026-08-20T14:12:33.272807,3,2,Angel de la Independencia,IPN Zacatenco,DRIVE,{},ROUTE_EXISTS,12546,1344.0,1357.0,22.4,22.616666666666667,-13.0,-0.21666666666666667,-0.9579955784819405
