_source_system,_source_table,_extracted_at_utc,_snapshot_date,_snapshot_id,feed_name,url
ecobici,ecobici_gbfs_feed_urls,2026-07-01T12:21:36Z,2026-07-01,20260701T122135Z,free_bike_status,https://gbfs.mex.lyftbikes.com/gbfs/en/free_bike_status.json
ecobici,ecobici_gbfs_feed_urls,2026-07-01T12:21:36Z,2026-07-01,20260701T122135Z,station_information,https://gbfs.mex.lyftbikes.com/gbfs/en/station_information.json
ecobici,ecobici_gbfs_feed_urls,2026-07-01T12:21:36Z,2026-07-01,20260701T122135Z,station_status,https://gbfs.mex.lyftbikes.com/gbfs/en/station_status.json
ecobici,ecobici_gbfs_feed_urls,2026-07-01T12:21:36Z,2026-07-01,20260701T122135Z,system_alerts,https://gbfs.mex.lyftbikes.com/gbfs/en/system_alerts.json
ecobici,ecobici_gbfs_feed_urls,2026-07-01T12:21:36Z,2026-07-01,20260701T122135Z,system_information,https://gbfs.mex.lyftbikes.com/gbfs/en/system_information.json
