codigo_postal,crime_type,centroid_id,centroids_in_group,centroid_lon,centroid_lat,n_events,pct_events_group,radius_p50_m,radius_p90_m,kmeans_reason,d_codigo
01000,Amenazas,1,2,-99.1965331,19.3430695,12,26.67,274.3,385.4,k=2; silhouette=0.548; mejora=0.548,01000
01000,Amenazas,2,2,-99.1904674,19.347073,33,73.33,265.6,428.5,k=2; silhouette=0.548; mejora=0.548,01000
01000,Daño a la propiedad,1,2,-99.1903247,19.3474999,61,73.49,184.5,351.6,k=2; silhouette=0.471; mejora=0.471,01000
01000,Daño a la propiedad,2,2,-99.192406,19.343331,22,26.51,201.6,345.4,k=2; silhouette=0.471; mejora=0.471,01000
01000,Delitos sexuales,1,1,-99.1920239,19.3454603,14,100.0,381.8,725.9,k=1 porque n=14 < MIN_EVENTS_TO_SPLIT=25,01000
01000,Fraude y extorsión,1,2,-99.1900037,19.3470585,83,70.94,215.2,334.9,k=2; silhouette=0.430; mejora=0.430,01000
01000,Fraude y extorsión,2,2,-99.1934234,19.3435468,34,29.06,263.8,667.7,k=2; silhouette=0.430; mejora=0.430,01000
01000,Homicidio,1,1,-99.1907745,19.3442138,4,100.0,133.0,201.1,k=1 porque n=4 < MIN_EVENTS_TO_SPLIT=25,01000
01000,Lesiones,1,2,-99.1931047,19.3434423,20,28.57,261.6,372.3,k=2; silhouette=0.419; mejora=0.419,01000
01000,Lesiones,2,2,-99.1899136,19.3470582,50,71.43,223.4,413.1,k=2; silhouette=0.419; mejora=0.419,01000
01000,Narcomenudeo,1,1,-99.1919999,19.3438643,19,100.0,117.0,272.7,k=1 porque n=19 < MIN_EVENTS_TO_SPLIT=25,01000
01000,Otros incidentes,1,2,-99.1921204,19.3439791,147,42.12,203.5,409.5,k=2; silhouette=0.381; mejora=0.381,01000
01000,Otros incidentes,2,2,-99.1898329,19.3474109,202,57.88,219.2,373.7,k=2; silhouette=0.381; mejora=0.381,01000
01000,Otros robos,1,3,-99.1893867,19.3478605,69,47.26,220.3,342.8,k=3; silhouette=0.449; mejora=0.057,01000
01000,Otros robos,2,3,-99.1980368,19.3437338,13,8.9,202.6,312.3,k=3; silhouette=0.449; mejora=0.057,01000
01000,Otros robos,3,3,-99.190985,19.3440523,64,43.84,164.8,257.2,k=3; silhouette=0.449; mejora=0.057,01000
01000,Robo a casa habitación,1,1,-99.1918602,19.346054,17,100.0,338.0,502.1,k=1 porque n=17 < MIN_EVENTS_TO_SPLIT=25,01000
01000,Robo a negocio,1,3,-99.1909473,19.3436346,54,37.76,148.3,241.9,k=3; silhouette=0.512; mejora=0.043,01000
01000,Robo a negocio,2,3,-99.1893779,19.3479454,82,57.34,194.6,315.7,k=3; silhouette=0.512; mejora=0.043,01000
01000,Robo a negocio,3,3,-99.2003626,19.3457329,7,4.9,201.0,311.7,k=3; silhouette=0.512; mejora=0.043,01000
01000,Robo a transeúnte,1,2,-99.1922229,19.3435303,53,46.49,207.0,424.0,k=2; silhouette=0.439; mejora=0.439,01000
01000,Robo a transeúnte,2,2,-99.1893773,19.3472758,61,53.51,217.4,327.2,k=2; silhouette=0.439; mejora=0.439,01000
01000,Robo de vehículo,1,2,-99.1946113,19.3430431,86,40.76,260.1,435.0,k=2; silhouette=0.474; mejora=0.474,01000
01000,Robo de vehículo,2,2,-99.1904817,19.3473621,125,59.24,239.0,378.4,k=2; silhouette=0.474; mejora=0.474,01000
01000,Robo en transporte,1,1,-99.1927327,19.3459353,10,100.0,334.4,559.2,k=1 porque n=10 < MIN_EVENTS_TO_SPLIT=25,01000
01000,Secuestro,1,1,-99.1910374,19.3455519,5,100.0,310.5,484.3,k=1 porque n=5 < MIN_EVENTS_TO_SPLIT=25,01000
01000,Violencia familiar,1,2,-99.1904786,19.3461877,37,84.09,215.9,402.5,k=2; silhouette=0.625; mejora=0.625,01000
01000,Violencia familiar,2,2,-99.1987489,19.3446422,7,15.91,235.5,380.8,k=2; silhouette=0.625; mejora=0.625,01000
01010,Amenazas,1,1,-99.19416,19.3599207,18,100.0,423.5,550.7,k=1 porque n=18 < MIN_EVENTS_TO_SPLIT=25,01010
01010,Daño a la propiedad,1,2,-99.192297,19.3618488,37,78.72,203.1,339.8,k=2; silhouette=0.592; mejora=0.592,01010
01010,Daño a la propiedad,2,2,-99.1974448,19.3575318,10,21.28,166.0,260.3,k=2; silhouette=0.592; mejora=0.592,01010
01010,Delitos sexuales,1,1,-99.1901506,19.3613737,13,100.0,88.8,313.9,k=1 porque n=13 < MIN_EVENTS_TO_SPLIT=25,01010
01010,Fraude y extorsión,1,2,-99.197128,19.3582051,20,24.69,198.6,334.7,k=2; silhouette=0.600; mejora=0.600,01010
01010,Fraude y extorsión,2,2,-99.1911308,19.3615332,61,75.31,194.7,310.5,k=2; silhouette=0.600; mejora=0.600,01010
01010,Homicidio,1,1,-99.1938757,19.3611986,7,100.0,303.2,501.6,k=1 porque n=7 < MIN_EVENTS_TO_SPLIT=25,01010
01010,Lesiones,1,2,-99.1903569,19.3620549,16,51.61,141.8,201.9,k=2; silhouette=0.492; mejora=0.492,01010
01010,Lesiones,2,2,-99.1943518,19.3596806,15,48.39,168.6,348.0,k=2; silhouette=0.492; mejora=0.492,01010
01010,Narcomenudeo,1,1,-99.1920195,19.3617617,4,100.0,283.4,330.1,k=1 porque n=4 < MIN_EVENTS_TO_SPLIT=25,01010
01010,Otros incidentes,1,2,-99.1907785,19.3617077,191,70.22,163.4,335.3,k=2; silhouette=0.629; mejora=0.629,01010
01010,Otros incidentes,2,2,-99.1970967,19.3582639,81,29.78,217.5,345.8,k=2; silhouette=0.629; mejora=0.629,01010
01010,Otros robos,1,2,-99.1911212,19.361796,49,63.64,189.1,319.8,k=2; silhouette=0.626; mejora=0.626,01010
01010,Otros robos,2,2,-99.1975725,19.3587306,28,36.36,228.7,322.5,k=2; silhouette=0.626; mejora=0.626,01010
01010,Robo a casa habitación,1,1,-99.1944811,19.3606014,19,100.0,251.4,427.1,k=1 porque n=19 < MIN_EVENTS_TO_SPLIT=25,01010
01010,Robo a negocio,1,2,-99.1971164,19.3589237,44,20.56,233.7,399.9,k=2; silhouette=0.766; mejora=0.766,01010
01010,Robo a negocio,2,2,-99.189831,19.3613456,170,79.44,80.3,202.0,k=2; silhouette=0.766; mejora=0.766,01010
01010,Robo a transeúnte,1,2,-99.1904696,19.3617709,35,79.55,126.9,242.6,k=2; silhouette=0.645; mejora=0.645,01010
01010,Robo a transeúnte,2,2,-99.19688,19.3600169,9,20.45,166.3,416.4,k=2; silhouette=0.645; mejora=0.645,01010
01010,Robo de vehículo,1,2,-99.1969549,19.3591336,21,17.8,249.0,338.6,k=2; silhouette=0.557; mejora=0.557,01010
01010,Robo de vehículo,2,2,-99.1915135,19.3615903,97,82.2,206.9,287.5,k=2; silhouette=0.557; mejora=0.557,01010
01010,Robo en transporte,1,1,-99.1902048,19.3615926,12,100.0,94.6,322.2,k=1 porque n=12 < MIN_EVENTS_TO_SPLIT=25,01010
01010,Secuestro,1,1,-99.1940109,19.3588147,2,100.0,589.9,589.9,k=1 porque n=2 < MIN_EVENTS_TO_SPLIT=25,01010
01010,Violencia familiar,1,1,-99.1927921,19.3611147,19,100.0,306.6,406.8,k=1 porque n=19 < MIN_EVENTS_TO_SPLIT=25,01010
01020,Amenazas,1,2,-99.1865532,19.3601467,19,59.38,303.3,379.6,k=2; silhouette=0.459; mejora=0.459,01020
01020,Amenazas,2,2,-99.1868232,19.3541112,13,40.62,274.5,373.0,k=2; silhouette=0.459; mejora=0.459,01020
01020,Daño a la propiedad,1,2,-99.1878789,19.3547254,25,49.02,284.7,362.5,k=2; silhouette=0.463; mejora=0.463,01020
01020,Daño a la propiedad,2,2,-99.1856052,19.3599429,26,50.98,232.8,388.4,k=2; silhouette=0.463; mejora=0.463,01020
01020,Delitos sexuales,1,1,-99.1866357,19.357959,15,100.0,446.9,608.8,k=1 porque n=15 < MIN_EVENTS_TO_SPLIT=25,01020
01020,Fraude y extorsión,1,2,-99.1866521,19.3534945,64,39.26,200.2,353.3,k=2; silhouette=0.502; mejora=0.502,01020
01020,Fraude y extorsión,2,2,-99.1858198,19.3591051,99,60.74,228.8,407.1,k=2; silhouette=0.502; mejora=0.502,01020
01020,Homicidio,1,1,-99.1877433,19.3537087,1,100.0,0.0,0.0,k=1 porque n=1 < MIN_EVENTS_TO_SPLIT=25,01020
01020,Lesiones,1,2,-99.1865508,19.3600346,28,73.68,309.0,422.7,k=2; silhouette=0.548; mejora=0.548,01020
01020,Lesiones,2,2,-99.1883679,19.352518,10,26.32,249.1,315.4,k=2; silhouette=0.548; mejora=0.548,01020
01020,Otros incidentes,1,2,-99.1871828,19.3534264,140,36.65,221.0,357.3,k=2; silhouette=0.520; mejora=0.520,01020
01020,Otros incidentes,2,2,-99.1858424,19.3598779,242,63.35,277.5,438.5,k=2; silhouette=0.520; mejora=0.520,01020
01020,Otros robos,1,2,-99.1862507,19.3599492,92,65.71,310.6,394.1,k=2; silhouette=0.494; mejora=0.494,01020
01020,Otros robos,2,2,-99.1876111,19.3536856,48,34.29,260.8,394.2,k=2; silhouette=0.494; mejora=0.494,01020
01020,Robo a casa habitación,1,2,-99.1865579,19.3588957,20,57.14,193.8,311.1,k=2; silhouette=0.378; mejora=0.378,01020
01020,Robo a casa habitación,2,2,-99.1872485,19.3551421,15,42.86,204.2,313.5,k=2; silhouette=0.378; mejora=0.378,01020
01020,Robo a negocio,1,2,-99.1868213,19.3595413,65,55.08,320.2,402.8,k=2; silhouette=0.459; mejora=0.459,01020
01020,Robo a negocio,2,2,-99.187602,19.3537267,53,44.92,253.9,337.2,k=2; silhouette=0.459; mejora=0.459,01020
01020,Robo a transeúnte,1,3,-99.1888554,19.3603349,33,39.29,154.9,308.6,k=3; silhouette=0.563; mejora=0.113,01020
01020,Robo a transeúnte,2,3,-99.1844281,19.3582597,33,39.29,94.0,290.1,k=3; silhouette=0.563; mejora=0.113,01020
01020,Robo a transeúnte,3,3,-99.1869837,19.3525701,18,21.43,168.0,318.8,k=3; silhouette=0.563; mejora=0.113,01020
01020,Robo de vehículo,1,2,-99.1874462,19.3548195,134,54.69,239.0,352.3,k=2; silhouette=0.391; mejora=0.391,01020
01020,Robo de vehículo,2,2,-99.186857,19.3594133,111,45.31,250.8,353.8,k=2; silhouette=0.391; mejora=0.391,01020
01020,Robo en transporte,1,1,-99.1867116,19.3588481,8,100.0,374.1,636.6,k=1 porque n=8 < MIN_EVENTS_TO_SPLIT=25,01020
01020,Secuestro,1,1,-99.1876279,19.359583,2,100.0,383.2,383.2,k=1 porque n=2 < MIN_EVENTS_TO_SPLIT=25,01020
01020,Violencia familiar,1,1,-99.1869522,19.3570977,27,100.0,388.3,617.2,k=1 porque n=27 no alcanza MIN_EVENTS_PER_CENTROID=15,01020
01030,Amenazas,1,2,-99.1758325,19.3583195,26,76.47,282.4,540.2,k=2; silhouette=0.560; mejora=0.560,01030
01030,Amenazas,2,2,-99.1839236,19.3541675,8,23.53,206.5,417.0,k=2; silhouette=0.560; mejora=0.560,01030
01030,Daño a la propiedad,1,2,-99.1771661,19.3602856,42,60.0,383.7,599.0,k=2; silhouette=0.456; mejora=0.456,01030
01030,Daño a la propiedad,2,2,-99.1822407,19.354045,28,40.0,344.0,538.4,k=2; silhouette=0.456; mejora=0.456,01030
01030,Delitos sexuales,1,1,-99.1781407,19.3566779,11,100.0,494.2,699.4,k=1 porque n=11 < MIN_EVENTS_TO_SPLIT=25,01030
01030,Fraude y extorsión,1,2,-99.1768213,19.3579314,76,48.41,310.9,605.2,k=2; silhouette=0.469; mejora=0.469,01030
01030,Fraude y extorsión,2,2,-99.1836263,19.3557922,81,51.59,303.1,515.0,k=2; silhouette=0.469; mejora=0.469,01030
01030,Homicidio,1,1,-99.1763714,19.3557337,8,100.0,418.5,643.1,k=1 porque n=8 < MIN_EVENTS_TO_SPLIT=25,01030
01030,Lesiones,1,2,-99.1745321,19.3566772,45,63.38,291.5,567.6,k=2; silhouette=0.512; mejora=0.512,01030
01030,Lesiones,2,2,-99.1831093,19.3560376,26,36.62,384.0,645.7,k=2; silhouette=0.512; mejora=0.512,01030
01030,Narcomenudeo,1,1,-99.175319,19.3581677,1,100.0,0.0,0.0,k=1 porque n=1 < MIN_EVENTS_TO_SPLIT=25,01030
01030,Otros incidentes,1,2,-99.1834892,19.3556515,145,48.99,280.2,577.5,k=2; silhouette=0.481; mejora=0.481,01030
01030,Otros incidentes,2,2,-99.1755784,19.3581068,151,51.01,353.8,660.4,k=2; silhouette=0.481; mejora=0.481,01030
01030,Otros robos,1,2,-99.1749229,19.3587468,48,35.29,311.9,606.2,k=2; silhouette=0.489; mejora=0.489,01030
01030,Otros robos,2,2,-99.1829885,19.3560276,88,64.71,354.6,599.2,k=2; silhouette=0.489; mejora=0.489,01030
01030,Robo a casa habitación,1,2,-99.1819914,19.3540306,13,38.24,217.1,345.3,k=2; silhouette=0.515; mejora=0.515,01030
01030,Robo a casa habitación,2,2,-99.1777391,19.3599188,21,61.76,260.8,490.8,k=2; silhouette=0.515; mejora=0.515,01030
01030,Robo a negocio,1,2,-99.1836233,19.3576833,70,66.04,337.2,679.7,k=2; silhouette=0.542; mejora=0.542,01030
01030,Robo a negocio,2,2,-99.1754391,19.3551865,36,33.96,315.6,577.7,k=2; silhouette=0.542; mejora=0.542,01030
01030,Robo a transeúnte,1,2,-99.1758331,19.3579909,36,54.55,385.0,649.5,k=2; silhouette=0.447; mejora=0.447,01030
01030,Robo a transeúnte,2,2,-99.1835972,19.3568771,30,45.45,244.5,620.0,k=2; silhouette=0.447; mejora=0.447,01030
01030,Robo de vehículo,1,2,-99.1780652,19.3602317,92,42.01,318.2,521.7,k=2; silhouette=0.519; mejora=0.519,01030
01030,Robo de vehículo,2,2,-99.1831641,19.3541949,127,57.99,293.6,493.5,k=2; silhouette=0.519; mejora=0.519,01030
01030,Robo en transporte,1,1,-99.1760306,19.3541572,5,100.0,63.1,157.8,k=1 porque n=5 < MIN_EVENTS_TO_SPLIT=25,01030
01030,Secuestro,1,1,-99.1805911,19.3578715,2,100.0,370.9,370.9,k=1 porque n=2 < MIN_EVENTS_TO_SPLIT=25,01030
01030,Violencia familiar,1,3,-99.178803,19.3626629,17,30.91,244.2,407.1,k=3; silhouette=0.543; mejora=0.125,01030
01030,Violencia familiar,2,3,-99.1746097,19.3573231,27,49.09,245.1,355.8,k=3; silhouette=0.543; mejora=0.125,01030
01030,Violencia familiar,3,3,-99.1824092,19.3550506,11,20.0,251.8,423.9,k=3; silhouette=0.543; mejora=0.125,01030
01040,Amenazas,1,1,-99.191359,19.3532935,6,100.0,184.2,274.8,k=1 porque n=6 < MIN_EVENTS_TO_SPLIT=25,01040
01040,Daño a la propiedad,1,1,-99.1910623,19.3564946,13,100.0,351.3,475.2,k=1 porque n=13 < MIN_EVENTS_TO_SPLIT=25,01040
01040,Fraude y extorsión,1,1,-99.1908121,19.3558727,28,100.0,190.9,509.4,k=1 porque n=28 no alcanza MIN_EVENTS_PER_CENTROID=15,01040
01040,Homicidio,1,1,-99.1908325,19.3565554,1,100.0,0.0,0.0,k=1 porque n=1 < MIN_EVENTS_TO_SPLIT=25,01040
01040,Lesiones,1,1,-99.1908022,19.3564083,10,100.0,320.4,429.8,k=1 porque n=10 < MIN_EVENTS_TO_SPLIT=25,01040
01040,Narcomenudeo,1,1,-99.1928584,19.354639,2,100.0,270.0,270.0,k=1 porque n=2 < MIN_EVENTS_TO_SPLIT=25,01040
01040,Otros incidentes,1,2,-99.1913032,19.3549246,68,79.07,158.3,343.9,k=2; silhouette=0.500; mejora=0.500,01040
01040,Otros incidentes,2,2,-99.1898583,19.3591901,18,20.93,137.5,197.2,k=2; silhouette=0.500; mejora=0.500,01040
01040,Otros robos,1,1,-99.1911536,19.355502,27,100.0,393.7,519.9,k=1 porque n=27 no alcanza MIN_EVENTS_PER_CENTROID=15,01040
01040,Robo a casa habitación,1,1,-99.1918778,19.3557445,17,100.0,280.6,420.8,k=1 porque n=17 < MIN_EVENTS_TO_SPLIT=25,01040
01040,Robo a negocio,1,3,-99.1896329,19.3598883,22,46.81,24.9,64.3,k=3; silhouette=0.676; mejora=0.071,01040
01040,Robo a negocio,2,3,-99.1906267,19.3535382,7,14.89,108.7,163.9,k=3; silhouette=0.676; mejora=0.071,01040
01040,Robo a negocio,3,3,-99.1900153,19.3569306,18,38.3,70.7,148.5,k=3; silhouette=0.676; mejora=0.071,01040
01040,Robo a transeúnte,1,1,-99.1911395,19.3556221,14,100.0,369.4,483.7,k=1 porque n=14 < MIN_EVENTS_TO_SPLIT=25,01040
01040,Robo de vehículo,1,2,-99.1908178,19.3580186,24,35.29,193.8,277.8,k=2; silhouette=0.613; mejora=0.613,01040
01040,Robo de vehículo,2,2,-99.1920453,19.3527983,44,64.71,158.4,199.1,k=2; silhouette=0.613; mejora=0.613,01040
01040,Robo en transporte,1,1,-99.1926911,19.3514551,1,100.0,0.0,0.0,k=1 porque n=1 < MIN_EVENTS_TO_SPLIT=25,01040
01040,Violencia familiar,1,1,-99.1924508,19.3566029,10,100.0,231.3,295.2,k=1 porque n=10 < MIN_EVENTS_TO_SPLIT=25,01040
01049,Amenazas,1,1,-99.1949343,19.3525621,5,100.0,131.7,165.4,k=1 porque n=5 < MIN_EVENTS_TO_SPLIT=25,01049
01049,Daño a la propiedad,1,1,-99.1978393,19.353278,16,100.0,234.8,323.4,k=1 porque n=16 < MIN_EVENTS_TO_SPLIT=25,01049
01049,Delitos sexuales,1,1,-99.196698,19.3529999,2,100.0,427.7,427.7,k=1 porque n=2 < MIN_EVENTS_TO_SPLIT=25,01049
01049,Fraude y extorsión,1,1,-99.1972959,19.3536618,23,100.0,244.8,334.4,k=1 porque n=23 < MIN_EVENTS_TO_SPLIT=25,01049
01049,Homicidio,1,1,-99.1961354,19.3529057,2,100.0,0.0,0.0,k=1 porque n=2 < MIN_EVENTS_TO_SPLIT=25,01049
01049,Lesiones,1,1,-99.1968016,19.3534126,15,100.0,89.7,348.3,k=1 porque n=15 < MIN_EVENTS_TO_SPLIT=25,01049
01049,Otros incidentes,1,2,-99.1993937,19.3541669,16,32.65,177.1,287.8,k=2; silhouette=0.605; mejora=0.605,01049
01049,Otros incidentes,2,2,-99.1959067,19.3529346,33,67.35,54.4,194.7,k=2; silhouette=0.605; mejora=0.605,01049
01049,Otros robos,1,1,-99.1963592,19.3536825,11,100.0,246.9,417.7,k=1 porque n=11 < MIN_EVENTS_TO_SPLIT=25,01049
01049,Robo a casa habitación,1,1,-99.1957662,19.3534643,11,100.0,146.6,287.7,k=1 porque n=11 < MIN_EVENTS_TO_SPLIT=25,01049
01049,Robo a negocio,1,1,-99.1983666,19.3543695,4,100.0,230.6,277.6,k=1 porque n=4 < MIN_EVENTS_TO_SPLIT=25,01049
01049,Robo a transeúnte,1,1,-99.1943654,19.3528742,2,100.0,137.4,137.4,k=1 porque n=2 < MIN_EVENTS_TO_SPLIT=25,01049
01049,Robo de vehículo,1,2,-99.1953567,19.352842,27,61.36,127.2,254.2,k=2; silhouette=0.567; mejora=0.567,01049
01049,Robo de vehículo,2,2,-99.1994164,19.3540513,17,38.64,197.9,266.1,k=2; silhouette=0.567; mejora=0.567,01049
01049,Robo en transporte,1,1,-99.2001692,19.3531779,3,100.0,69.7,91.6,k=1 porque n=3 < MIN_EVENTS_TO_SPLIT=25,01049
01049,Secuestro,1,1,-99.194746,19.353011,1,100.0,0.0,0.0,k=1 porque n=1 < MIN_EVENTS_TO_SPLIT=25,01049
01049,Violencia familiar,1,1,-99.1959513,19.3530185,8,100.0,166.6,331.6,k=1 porque n=8 < MIN_EVENTS_TO_SPLIT=25,01049
01050,Amenazas,1,1,-99.1811096,19.3493717,3,100.0,319.2,345.9,k=1 porque n=3 < MIN_EVENTS_TO_SPLIT=25,01050
01050,Daño a la propiedad,1,1,-99.1825121,19.3488403,13,100.0,254.1,414.4,k=1 porque n=13 < MIN_EVENTS_TO_SPLIT=25,01050
01050,Fraude y extorsión,1,1,-99.1833919,19.3492032,20,100.0,325.4,462.1,k=1 porque n=20 < MIN_EVENTS_TO_SPLIT=25,01050
01050,Lesiones,1,1,-99.1809943,19.3499333,15,100.0,247.8,470.6,k=1 porque n=15 < MIN_EVENTS_TO_SPLIT=25,01050
01050,Narcomenudeo,1,1,-99.1803517,19.3484668,1,100.0,0.0,0.0,k=1 porque n=1 < MIN_EVENTS_TO_SPLIT=25,01050
01050,Otros incidentes,1,2,-99.1799643,19.34974,27,50.94,180.1,314.3,k=2; silhouette=0.579; mejora=0.579,01050
01050,Otros incidentes,2,2,-99.1849663,19.3494816,26,49.06,129.8,202.4,k=2; silhouette=0.579; mejora=0.579,01050
01050,Otros robos,1,2,-99.1801921,19.3490324,21,56.76,223.4,306.3,k=2; silhouette=0.601; mejora=0.601,01050
01050,Otros robos,2,2,-99.1855143,19.348924,16,43.24,114.5,188.4,k=2; silhouette=0.601; mejora=0.601,01050
01050,Robo a casa habitación,1,1,-99.1846819,19.3494314,4,100.0,64.4,111.8,k=1 porque n=4 < MIN_EVENTS_TO_SPLIT=25,01050
01050,Robo a negocio,1,2,-99.1838048,19.3485644,14,46.67,260.8,337.4,k=2; silhouette=0.626; mejora=0.626,01050
01050,Robo a negocio,2,2,-99.1788957,19.3508873,16,53.33,79.8,147.1,k=2; silhouette=0.626; mejora=0.626,01050
01050,Robo a transeúnte,1,1,-99.1827207,19.3490523,24,100.0,256.2,413.9,k=1 porque n=24 < MIN_EVENTS_TO_SPLIT=25,01050
01050,Robo de vehículo,1,2,-99.1853681,19.3493507,41,65.08,119.7,205.3,k=2; silhouette=0.601; mejora=0.601,01050
01050,Robo de vehículo,2,2,-99.180197,19.3496042,22,34.92,266.0,301.3,k=2; silhouette=0.601; mejora=0.601,01050
01050,Robo en transporte,1,1,-99.1803654,19.3486319,1,100.0,0.0,0.0,k=1 porque n=1 < MIN_EVENTS_TO_SPLIT=25,01050
01050,Violencia familiar,1,1,-99.181285,19.3497638,6,100.0,300.1,384.9,k=1 porque n=6 < MIN_EVENTS_TO_SPLIT=25,01050
01060,Amenazas,1,1,-99.1990435,19.348817,7,100.0,272.6,320.2,k=1 porque n=7 < MIN_EVENTS_TO_SPLIT=25,01060
01060,Daño a la propiedad,1,1,-99.1986386,19.3486674,20,100.0,271.6,369.4,k=1 porque n=20 < MIN_EVENTS_TO_SPLIT=25,01060
01060,Delitos sexuales,1,1,-99.1996246,19.3486034,2,100.0,213.2,213.2,k=1 porque n=2 < MIN_EVENTS_TO_SPLIT=25,01060
01060,Fraude y extorsión,1,2,-99.2007537,19.3488259,26,68.42,153.3,266.6,k=2; silhouette=0.522; mejora=0.522,01060
01060,Fraude y extorsión,2,2,-99.1961621,19.3490584,12,31.58,188.2,238.3,k=2; silhouette=0.522; mejora=0.522,01060
01060,Lesiones,1,1,-99.1991896,19.3491389,11,100.0,194.0,360.4,k=1 porque n=11 < MIN_EVENTS_TO_SPLIT=25,01060
01060,Narcomenudeo,1,1,-99.20075,19.3492671,1,100.0,0.0,0.0,k=1 porque n=1 < MIN_EVENTS_TO_SPLIT=25,01060
01060,Otros incidentes,1,2,-99.2001877,19.3493101,30,50.0,140.3,235.2,k=2; silhouette=0.467; mejora=0.467,01060
01060,Otros incidentes,2,2,-99.1963822,19.3488753,30,50.0,188.1,309.8,k=2; silhouette=0.467; mejora=0.467,01060
01060,Otros robos,1,1,-99.1984497,19.3491619,24,100.0,271.9,364.3,k=1 porque n=24 < MIN_EVENTS_TO_SPLIT=25,01060
01060,Robo a casa habitación,1,1,-99.1980955,19.3491688,18,100.0,307.8,383.2,k=1 porque n=18 < MIN_EVENTS_TO_SPLIT=25,01060
01060,Robo a negocio,1,1,-99.1977947,19.3488248,16,100.0,172.6,341.4,k=1 porque n=16 < MIN_EVENTS_TO_SPLIT=25,01060
01060,Robo a transeúnte,1,1,-99.1987657,19.349405,10,100.0,226.6,377.1,k=1 porque n=10 < MIN_EVENTS_TO_SPLIT=25,01060
01060,Robo de vehículo,1,2,-99.1959425,19.348525,21,52.5,144.7,284.6,k=2; silhouette=0.452; mejora=0.452,01060
01060,Robo de vehículo,2,2,-99.1989017,19.3504367,19,47.5,196.3,254.2,k=2; silhouette=0.452; mejora=0.452,01060
01060,Robo en transporte,1,1,-99.1994897,19.3463896,1,100.0,0.0,0.0,k=1 porque n=1 < MIN_EVENTS_TO_SPLIT=25,01060
01060,Secuestro,1,1,-99.1974197,19.348477,1,100.0,0.0,0.0,k=1 porque n=1 < MIN_EVENTS_TO_SPLIT=25,01060
01060,Violencia familiar,1,1,-99.1978611,19.3486421,9,100.0,185.2,287.5,k=1 porque n=9 < MIN_EVENTS_TO_SPLIT=25,01060
01070,Amenazas,1,1,-99.1875347,19.3430248,7,100.0,209.6,570.6,k=1 porque n=7 < MIN_EVENTS_TO_SPLIT=25,01070
01070,Daño a la propiedad,1,2,-99.1859654,19.3469929,16,50.0,190.2,362.0,k=2; silhouette=0.516; mejora=0.516,01070
01070,Daño a la propiedad,2,2,-99.1891076,19.3420465,16,50.0,200.6,371.8,k=2; silhouette=0.516; mejora=0.516,01070
01070,Delitos sexuales,1,1,-99.187019,19.3459031,7,100.0,178.7,283.2,k=1 porque n=7 < MIN_EVENTS_TO_SPLIT=25,01070
01070,Fraude y extorsión,1,2,-99.1866301,19.3462504,15,48.39,200.6,280.1,k=2; silhouette=0.565; mejora=0.565,01070
01070,Fraude y extorsión,2,2,-99.1893106,19.3419534,16,51.61,112.4,264.5,k=2; silhouette=0.565; mejora=0.565,01070
01070,Homicidio,1,1,-99.1879604,19.3460034,1,100.0,0.0,0.0,k=1 porque n=1 < MIN_EVENTS_TO_SPLIT=25,01070
01070,Lesiones,1,1,-99.1877634,19.3451072,12,100.0,152.4,486.9,k=1 porque n=12 < MIN_EVENTS_TO_SPLIT=25,01070
01070,Narcomenudeo,1,1,-99.1856669,19.3454333,6,100.0,258.4,355.0,k=1 porque n=6 < MIN_EVENTS_TO_SPLIT=25,01070
01070,Otros incidentes,1,2,-99.1882386,19.3435329,72,66.67,179.1,319.0,k=2; silhouette=0.534; mejora=0.534,01070
01070,Otros incidentes,2,2,-99.1847825,19.3475001,36,33.33,181.1,276.5,k=2; silhouette=0.534; mejora=0.534,01070
01070,Otros robos,1,3,-99.1841144,19.3477817,12,20.0,197.0,224.6,k=3; silhouette=0.560; mejora=0.045,01070
01070,Otros robos,2,3,-99.1895273,19.3412409,24,40.0,124.9,214.7,k=3; silhouette=0.560; mejora=0.045,01070
01070,Otros robos,3,3,-99.1875623,19.3450308,24,40.0,126.2,264.9,k=3; silhouette=0.560; mejora=0.045,01070
01070,Robo a casa habitación,1,1,-99.1864713,19.3438011,6,100.0,168.5,284.0,k=1 porque n=6 < MIN_EVENTS_TO_SPLIT=25,01070
01070,Robo a negocio,1,2,-99.1870045,19.3466893,25,62.5,184.3,288.3,k=2; silhouette=0.679; mejora=0.679,01070
01070,Robo a negocio,2,2,-99.1897241,19.3408321,15,37.5,58.3,197.3,k=2; silhouette=0.679; mejora=0.679,01070
01070,Robo a transeúnte,1,2,-99.1852759,19.3471311,14,42.42,227.8,281.8,k=2; silhouette=0.467; mejora=0.467,01070
01070,Robo a transeúnte,2,2,-99.188331,19.3432752,19,57.58,207.7,259.5,k=2; silhouette=0.467; mejora=0.467,01070
01070,Robo de vehículo,1,2,-99.1883018,19.3426727,60,57.14,250.2,354.9,k=2; silhouette=0.521; mejora=0.521,01070
01070,Robo de vehículo,2,2,-99.1846855,19.3472497,45,42.86,221.0,296.5,k=2; silhouette=0.521; mejora=0.521,01070
01070,Robo en transporte,1,1,-99.1877294,19.3432813,3,100.0,126.0,160.7,k=1 porque n=3 < MIN_EVENTS_TO_SPLIT=25,01070
