unit_id,name,category,lat,lon,operator,osm_type,osm_id,source,category_label
osm_node_3318135726,Seguridad / vigilancia,police,19.4557791,-99.1402939,,node,3318135726,openstreetmap_overpass_cached,Seguridad / vigilancia
osm_node_3331252732,Clínica de Dios,hospital,19.2512423,-99.169635,,node,3331252732,openstreetmap_overpass_cached,Salud / emergencia medica
osm_node_3340745922,Insurgentes Sur,police,19.3049997,-99.1857964,,node,3340745922,openstreetmap_overpass_cached,Seguridad / vigilancia
osm_node_3581968746,Bomberos / proteccion civil,fire_station,19.3546719,-98.9646499,,node,3581968746,openstreetmap_overpass_cached,Bomberos / proteccion civil
osm_node_3772280299,Hospital Churubusco,hospital,19.3616126,-99.1213644,,node,3772280299,openstreetmap_overpass_cached,Salud / emergencia medica
osm_node_3779138322,Salud / emergencia medica,hospital,19.4007961,-99.1497404,,node,3779138322,openstreetmap_overpass_cached,Salud / emergencia medica
osm_node_3779138327,Seguridad / vigilancia,police,19.4011561,-99.1480055,,node,3779138327,openstreetmap_overpass_cached,Seguridad / vigilancia
osm_node_3779151826,Salud / emergencia medica,hospital,19.3930861,-99.1777866,,node,3779151826,openstreetmap_overpass_cached,Salud / emergencia medica
osm_node_3779257093,Podologia,hospital,19.4018662,-99.1502893,,node,3779257093,openstreetmap_overpass_cached,Salud / emergencia medica
osm_node_3779387424,Ortopedia Flores,hospital,19.3997787,-99.1491481,,node,3779387424,openstreetmap_overpass_cached,Salud / emergencia medica
osm_node_3779388862,Ortopedia Mitla 4,hospital,19.3997233,-99.1491788,,node,3779388862,openstreetmap_overpass_cached,Salud / emergencia medica
osm_node_3779577788,Salud / emergencia medica,hospital,19.3996861,-99.1476341,,node,3779577788,openstreetmap_overpass_cached,Salud / emergencia medica
osm_node_3977351148,Salud / emergencia medica,hospital,19.3290459,-99.2726709,,node,3977351148,openstreetmap_overpass_cached,Salud / emergencia medica
osm_node_3992433576,Centro de Salud T-III Dr. David Fragoso,hospital,19.2652777,-99.1608719,,node,3992433576,openstreetmap_overpass_cached,Salud / emergencia medica
osm_node_4070639592,Módulo SSP La Pera,police,19.4525276,-99.1396332,,node,4070639592,openstreetmap_overpass_cached,Seguridad / vigilancia
osm_node_4168566090,Hospital Star Médica Centro,hospital,19.4139311,-99.1612587,,node,4168566090,openstreetmap_overpass_cached,Salud / emergencia medica
osm_node_4196383189,Hospital Tehuantepec,hospital,19.4050112,-99.1625655,,node,4196383189,openstreetmap_overpass_cached,Salud / emergencia medica
osm_node_4241815891,Modulo de policia.,police,19.488578,-99.1069463,,node,4241815891,openstreetmap_overpass_cached,Seguridad / vigilancia
osm_node_4271001389,Hospital General La Perla Nezahualcoyotl,hospital,19.3873904,-98.9896243,,node,4271001389,openstreetmap_overpass_cached,Salud / emergencia medica
osm_node_4278702191,DEPOSITO VEHICULAR - MODULO 39 (SSP-CDMX),police,19.384537,-99.0465052,,node,4278702191,openstreetmap_overpass_cached,Seguridad / vigilancia
osm_node_4330349598,Caseta policía,police,19.4921483,-99.0665914,,node,4330349598,openstreetmap_overpass_cached,Seguridad / vigilancia
osm_node_4334919510,Seguridad / vigilancia,police,19.3632054,-99.1154671,,node,4334919510,openstreetmap_overpass_cached,Seguridad / vigilancia
osm_node_4337114792,módulo policía Boulevares,police,19.4886838,-99.2439775,,node,4337114792,openstreetmap_overpass_cached,Seguridad / vigilancia
osm_node_4337569492,seguridad pública Naucalpan,police,19.479218,-99.2331427,,node,4337569492,openstreetmap_overpass_cached,Seguridad / vigilancia
osm_node_4337600394,Tecalli San Mateo,police,19.5017559,-99.2739597,,node,4337600394,openstreetmap_overpass_cached,Seguridad / vigilancia
osm_node_4338682390,Hospital Ciudad Satelite,hospital,19.5136584,-99.2373862,,node,4338682390,openstreetmap_overpass_cached,Salud / emergencia medica
osm_node_4341810520,Tecalli Las Armas,police,19.4873007,-99.2173805,,node,4341810520,openstreetmap_overpass_cached,Seguridad / vigilancia
osm_node_4348976592,Tecalli 4,police,19.5186058,-99.2439852,,node,4348976592,openstreetmap_overpass_cached,Seguridad / vigilancia
osm_node_4356073537,Hospital Militar de Zona,hospital,19.3123584,-99.0820964,SEDENA,node,4356073537,openstreetmap_overpass_cached,Salud / emergencia medica
osm_node_4403446355,Hospital vicentino y casa hogar,hospital,19.339686,-99.1999184,,node,4403446355,openstreetmap_overpass_cached,Salud / emergencia medica
osm_node_4407581030,SSA,hospital,19.574714,-99.2436724,,node,4407581030,openstreetmap_overpass_cached,Salud / emergencia medica
osm_node_4415799493,Bomberos / proteccion civil,fire_station,19.5788561,-99.2062451,,node,4415799493,openstreetmap_overpass_cached,Bomberos / proteccion civil
osm_node_4415923862,Centro de Salud T-II Ramos Millan,hospital,19.3859363,-99.0954454,,node,4415923862,openstreetmap_overpass_cached,Salud / emergencia medica
osm_node_4425468090,Instituto Oftalmologia,hospital,19.4225708,-99.1418319,,node,4425468090,openstreetmap_overpass_cached,Salud / emergencia medica
osm_node_4430079390,7mo Sector Huixquilucan,police,19.4202849,-99.2655093,,node,4430079390,openstreetmap_overpass_cached,Seguridad / vigilancia
osm_node_4443102789,Titán 3,police,19.5059037,-99.2565612,,node,4443102789,openstreetmap_overpass_cached,Seguridad / vigilancia
osm_node_4538333499,Centro de salud Ramos Millan,hospital,19.3864154,-99.0956199,,node,4538333499,openstreetmap_overpass_cached,Salud / emergencia medica
osm_node_4550126415,"Agencia del Ministerio Público, Tlalpan",police,19.2835763,-99.165628,,node,4550126415,openstreetmap_overpass_cached,Seguridad / vigilancia
osm_node_4576617362,Policía Tecamachalco 066,police,19.4173543,-99.236888,,node,4576617362,openstreetmap_overpass_cached,Seguridad / vigilancia
osm_node_4590079371,Estación de Policía Viaducto,police,19.3084249,-99.1419356,,node,4590079371,openstreetmap_overpass_cached,Seguridad / vigilancia
osm_node_4602998225,Médica Coapa,hospital,19.2944627,-99.1303368,,node,4602998225,openstreetmap_overpass_cached,Salud / emergencia medica
osm_node_4619075208,Seguridad / vigilancia,police,19.3006693,-99.1596857,,node,4619075208,openstreetmap_overpass_cached,Seguridad / vigilancia
osm_node_4630450850,Hospitales Tlalpan,police,19.2864442,-99.1564696,,node,4630450850,openstreetmap_overpass_cached,Seguridad / vigilancia
osm_node_4677261126,Estación de Policía Cáliz,police,19.3182627,-99.1388944,,node,4677261126,openstreetmap_overpass_cached,Seguridad / vigilancia
osm_node_4687361077,Seguridad / vigilancia,police,19.4364751,-99.1314879,,node,4687361077,openstreetmap_overpass_cached,Seguridad / vigilancia
osm_node_4708975161,Vigilancia Colinas de San José,police,19.5263753,-99.0918744,,node,4708975161,openstreetmap_overpass_cached,Seguridad / vigilancia
osm_node_4717536191,Estación de bomberos,fire_station,19.4005086,-99.0305158,,node,4717536191,openstreetmap_overpass_cached,Bomberos / proteccion civil
osm_node_4717561089,Seguridad / vigilancia,police,19.3999397,-99.0283107,,node,4717561089,openstreetmap_overpass_cached,Seguridad / vigilancia
osm_node_4728551391,Modulo San Simon,police,19.374735,-99.1430964,,node,4728551391,openstreetmap_overpass_cached,Seguridad / vigilancia
osm_node_4730048292,Policia Montada CDMX,police,19.3718884,-99.0405386,,node,4730048292,openstreetmap_overpass_cached,Seguridad / vigilancia
osm_node_4730058290,Seguridad / vigilancia,police,19.3863887,-99.0368532,,node,4730058290,openstreetmap_overpass_cached,Seguridad / vigilancia
osm_node_4756848427,Seguridad / vigilancia,police,19.3718711,-99.1489469,,node,4756848427,openstreetmap_overpass_cached,Seguridad / vigilancia
osm_node_4783302622,Estacion Vallejo,police,19.4908231,-99.1688916,,node,4783302622,openstreetmap_overpass_cached,Seguridad / vigilancia
osm_node_4793330422,SUMEDIC ambulancias,hospital,19.2869541,-99.2361104,,node,4793330422,openstreetmap_overpass_cached,Salud / emergencia medica
osm_node_4831765750,Laboratorio Médico del Chopo,hospital,19.4463572,-99.1555081,,node,4831765750,openstreetmap_overpass_cached,Salud / emergencia medica
osm_node_4831766821,Laboratorios médicos Chopo,hospital,19.5494621,-99.2375285,,node,4831766821,openstreetmap_overpass_cached,Salud / emergencia medica
osm_node_4835772863,Centro Comunitario de Salud Mental Cuauhtémoc,hospital,19.4474277,-99.1551947,,node,4835772863,openstreetmap_overpass_cached,Salud / emergencia medica
osm_node_4840767822,Estación de bomberos,fire_station,19.5257983,-99.1100121,,node,4840767822,openstreetmap_overpass_cached,Bomberos / proteccion civil
osm_node_4846755622,Seguridad / vigilancia,police,19.3315985,-99.209501,,node,4846755622,openstreetmap_overpass_cached,Seguridad / vigilancia
osm_node_4878871116,Seguridad / vigilancia,police,19.4547869,-99.1567074,,node,4878871116,openstreetmap_overpass_cached,Seguridad / vigilancia
osm_node_4878881532,Policia Auxiliar,police,19.4535805,-99.1523035,,node,4878881532,openstreetmap_overpass_cached,Seguridad / vigilancia
osm_node_4892571882,Universidad de la Policía de la CDMX,police,19.336419,-99.2502603,,node,4892571882,openstreetmap_overpass_cached,Seguridad / vigilancia
osm_node_4949202821,"Hospital de traumatología y ortopedia No 2 ""villa coapa""",hospital,19.3096299,-99.1284724,,node,4949202821,openstreetmap_overpass_cached,Salud / emergencia medica
osm_node_4955815021,Corralón Policía Federal,police,19.3721286,-99.0398087,,node,4955815021,openstreetmap_overpass_cached,Seguridad / vigilancia
osm_node_4987377846,Unidad de medicina física y rehabilitación norte,hospital,19.4835319,-99.1342805,Instituto Mexicano del Seguro Social,node,4987377846,openstreetmap_overpass_cached,Salud / emergencia medica
osm_node_4993591422,Parque guayacanes,fire_station,19.2705094,-99.237838,,node,4993591422,openstreetmap_overpass_cached,Bomberos / proteccion civil
osm_node_5076636722,CES,police,19.4666854,-99.238207,,node,5076636722,openstreetmap_overpass_cached,Seguridad / vigilancia
osm_node_5087557122,Hospital De Cos,hospital,19.4160151,-99.1623423,,node,5087557122,openstreetmap_overpass_cached,Salud / emergencia medica
osm_node_5117146858,Hospital General IMSS Coyoacán,hospital,19.3084815,-99.1295811,,node,5117146858,openstreetmap_overpass_cached,Salud / emergencia medica
osm_node_5135444041,Salud / emergencia medica,hospital,19.4418532,-99.1716072,,node,5135444041,openstreetmap_overpass_cached,Salud / emergencia medica
osm_node_5138747122,Hospital Guadalupe,hospital,19.4844305,-99.1140285,,node,5138747122,openstreetmap_overpass_cached,Salud / emergencia medica
osm_node_5145714223,Torre médica,hospital,19.5377792,-99.2276918,,node,5145714223,openstreetmap_overpass_cached,Salud / emergencia medica
osm_node_5157283322,Hospital Boutique,hospital,19.494916,-99.1234808,,node,5157283322,openstreetmap_overpass_cached,Salud / emergencia medica
osm_node_5190989121,"ISSSTE Unidad Especial Centro de Apoyo Diagnóstico ""San Rafael""",hospital,19.4358437,-99.1634237,Instituto de Seguridad y Servicios Sociales de los Trabajadores del Estado,node,5190989121,openstreetmap_overpass_cached,Salud / emergencia medica
osm_node_5280393723,Centro Hospitalario Sanatorio Durango,hospital,19.4183686,-99.1716807,Sanatorio Durango,node,5280393723,openstreetmap_overpass_cached,Salud / emergencia medica
osm_node_5306935622,Salud / emergencia medica,hospital,19.5357995,-99.1968054,,node,5306935622,openstreetmap_overpass_cached,Salud / emergencia medica
osm_node_5320237918,Seguridad / vigilancia,police,19.5467518,-99.0348642,,node,5320237918,openstreetmap_overpass_cached,Seguridad / vigilancia
osm_node_5328257655,Seguridad / vigilancia,police,19.5460927,-99.036525,,node,5328257655,openstreetmap_overpass_cached,Seguridad / vigilancia
osm_node_5334047015,Estación de Vigilancia de Pirules,police,19.5474649,-99.2213947,,node,5334047015,openstreetmap_overpass_cached,Seguridad / vigilancia
osm_node_5335602904,Caseta de Vigilancia,police,19.5487274,-99.2186127,,node,5335602904,openstreetmap_overpass_cached,Seguridad / vigilancia
osm_node_5355412527,Seguridad / vigilancia,police,19.5460686,-99.0390849,,node,5355412527,openstreetmap_overpass_cached,Seguridad / vigilancia
osm_node_5364021834,UAM Xochimilco,police,19.3074673,-99.1025221,UAM Xochimilco,node,5364021834,openstreetmap_overpass_cached,Seguridad / vigilancia
osm_node_5368779798,Clínica médica.,hospital,19.3813291,-99.1249754,,node,5368779798,openstreetmap_overpass_cached,Salud / emergencia medica
osm_node_5369204576,Unidad Centro De Salud T-1 Chimalpa,hospital,19.3545158,-99.3191599,,node,5369204576,openstreetmap_overpass_cached,Salud / emergencia medica
osm_node_5374595772,Delegación guadalupana,police,19.2756595,-98.9218627,,node,5374595772,openstreetmap_overpass_cached,Seguridad / vigilancia
osm_node_5379875421,Módulo de policía,police,19.3959598,-99.0200754,,node,5379875421,openstreetmap_overpass_cached,Seguridad / vigilancia
osm_node_5441375038,Hospital Medex,hospital,19.4161532,-99.1588141,,node,5441375038,openstreetmap_overpass_cached,Salud / emergencia medica
osm_node_5441456298,Seguridad / vigilancia,police,19.5465415,-99.0397233,,node,5441456298,openstreetmap_overpass_cached,Seguridad / vigilancia
osm_node_5451918633,Seguridad / vigilancia,police,19.5343863,-99.038021,,node,5451918633,openstreetmap_overpass_cached,Seguridad / vigilancia
osm_node_5460589125,Centro de salud Palo Alto,hospital,19.3828691,-99.2552566,,node,5460589125,openstreetmap_overpass_cached,Salud / emergencia medica
osm_node_5492369022,Seguridad / vigilancia,police,19.4908541,-99.2326787,,node,5492369022,openstreetmap_overpass_cached,Seguridad / vigilancia
osm_node_5502335022,Policía Montada de Naucalpan,police,19.4753906,-99.2537172,,node,5502335022,openstreetmap_overpass_cached,Seguridad / vigilancia
osm_node_5503705022,Tecalli 3,police,19.4670211,-99.2580947,,node,5503705022,openstreetmap_overpass_cached,Seguridad / vigilancia
osm_node_5516868022,Policía Federal,police,19.3354234,-99.3116554,,node,5516868022,openstreetmap_overpass_cached,Seguridad / vigilancia
osm_node_5580558722,ISSSTE C.M.F. Perú,hospital,19.4395299,-99.1381773,Instituto de Seguridad y Servicios Sociales de los Trabajadores del Estado,node,5580558722,openstreetmap_overpass_cached,Salud / emergencia medica
osm_node_5584953139,Hospital General Regional 2 IMSS,hospital,19.3087697,-99.1296862,,node,5584953139,openstreetmap_overpass_cached,Salud / emergencia medica
osm_node_5584953140,IMSS HGR 2/URGENCIAS,hospital,19.3096388,-99.129175,Instituto Mexicano del Seguro Social,node,5584953140,openstreetmap_overpass_cached,Salud / emergencia medica
osm_node_5594982824,Hospital Elizur,hospital,19.5356059,-99.1965193,,node,5594982824,openstreetmap_overpass_cached,Salud / emergencia medica
osm_node_5668176258,Policía,police,19.3648602,-99.1456059,SSP,node,5668176258,openstreetmap_overpass_cached,Seguridad / vigilancia
osm_node_5786335172,Módulo Judicial,police,19.4201186,-99.0831441,,node,5786335172,openstreetmap_overpass_cached,Seguridad / vigilancia
osm_node_5805382651,Estacion de policia Vigilante,police,19.4201464,-99.1140589,,node,5805382651,openstreetmap_overpass_cached,Seguridad / vigilancia
osm_node_5825839898,Seguridad / vigilancia,police,19.5732223,-99.0434617,,node,5825839898,openstreetmap_overpass_cached,Seguridad / vigilancia
osm_node_5833520186,Módulo De Policía,police,19.3630791,-99.0571328,,node,5833520186,openstreetmap_overpass_cached,Seguridad / vigilancia
osm_node_5859752058,Seguridad Privada,police,19.4178002,-99.0862747,,node,5859752058,openstreetmap_overpass_cached,Seguridad / vigilancia
osm_node_5899997186,Policía,police,19.3767411,-99.0969283,,node,5899997186,openstreetmap_overpass_cached,Seguridad / vigilancia
osm_node_5899997187,Policía,police,19.3734126,-99.1081031,,node,5899997187,openstreetmap_overpass_cached,Seguridad / vigilancia
osm_node_5899997188,Módulo de policía,police,19.3631069,-99.0570977,,node,5899997188,openstreetmap_overpass_cached,Seguridad / vigilancia
osm_node_5900012685,Instituto Nacional de Psiquiatría,hospital,19.2895487,-99.1549306,,node,5900012685,openstreetmap_overpass_cached,Salud / emergencia medica
osm_node_6047850590,ISSEMYM,hospital,19.5703159,-99.0459807,,node,6047850590,openstreetmap_overpass_cached,Salud / emergencia medica
osm_node_6051620426,Issemym,hospital,19.5811947,-99.0168387,,node,6051620426,openstreetmap_overpass_cached,Salud / emergencia medica
osm_node_6223359252,Unidad de Medicina Familiar 93,hospital,19.5501232,-99.0517137,,node,6223359252,openstreetmap_overpass_cached,Salud / emergencia medica
osm_node_6256173399,Bomberos / proteccion civil,fire_station,19.3911873,-98.9845013,,node,6256173399,openstreetmap_overpass_cached,Bomberos / proteccion civil
osm_node_6270207821,Seguridad / vigilancia,police,19.3175515,-98.936806,,node,6270207821,openstreetmap_overpass_cached,Seguridad / vigilancia
osm_node_6296084165,Sub-Estacion de Bombreos Satélite,fire_station,19.5068328,-99.2207402,Naucalpan,node,6296084165,openstreetmap_overpass_cached,Bomberos / proteccion civil
osm_node_6296100612,"Estación sur de Bombreos, Javier Perez Olagaray",fire_station,19.5135679,-99.2166123,Talanepantla,node,6296100612,openstreetmap_overpass_cached,Bomberos / proteccion civil
osm_node_6296109883,Estación de policía Prados del Rosario,police,19.5080009,-99.2099926,,node,6296109883,openstreetmap_overpass_cached,Seguridad / vigilancia
osm_node_6296180484,Modulo de Policía Coltongo,police,19.4813359,-99.1524861,,node,6296180484,openstreetmap_overpass_cached,Seguridad / vigilancia
osm_node_6389734742,ISSSTE Clínica de Medicina Familitar Xalostoc,hospital,19.550623,-99.0515915,Instituto de Seguridad y Servicios Sociales de los Trabajadores del Estado,node,6389734742,openstreetmap_overpass_cached,Salud / emergencia medica
osm_node_6394674309,Clinica Especializada en el Manejo Integral de la Diabetes Iztapalapa,hospital,19.3666033,-99.1113957,,node,6394674309,openstreetmap_overpass_cached,Salud / emergencia medica
osm_node_6426403897,Centro Medico Huixquilucan,hospital,19.3615562,-99.3493092,,node,6426403897,openstreetmap_overpass_cached,Salud / emergencia medica
osm_node_6426682600,Centro de Salud Santa María de Guadalupe,hospital,19.5925946,-99.1916659,,node,6426682600,openstreetmap_overpass_cached,Salud / emergencia medica
osm_node_6429049326,Delegación Dos Ríos,police,19.375558,-99.3415301,,node,6429049326,openstreetmap_overpass_cached,Seguridad / vigilancia
osm_node_6431952620,Hospital Campos Castellanos Jorge,hospital,19.3986431,-99.3290624,,node,6431952620,openstreetmap_overpass_cached,Salud / emergencia medica
osm_node_6459174077,Modulo de Seguridad y Participación Ciudadana,police,19.3505472,-99.1461651,,node,6459174077,openstreetmap_overpass_cached,Seguridad / vigilancia
osm_node_6466683705,Efraín Díaz Jouanen,hospital,19.4005799,-99.31183,,node,6466683705,openstreetmap_overpass_cached,Salud / emergencia medica
osm_node_6699414986,Estación de Policía,police,19.5503242,-99.099135,,node,6699414986,openstreetmap_overpass_cached,Seguridad / vigilancia
osm_node_6720453187,Hospital Ángeles Dalinde,hospital,19.4053707,-99.1678461,,node,6720453187,openstreetmap_overpass_cached,Salud / emergencia medica
osm_node_6720453188,Hospital Pediatrico de Azcapotzalco,hospital,19.4842608,-99.1852226,,node,6720453188,openstreetmap_overpass_cached,Salud / emergencia medica
osm_node_7158690385,Estación de policía Roma,police,19.4117187,-99.1589261,,node,7158690385,openstreetmap_overpass_cached,Seguridad / vigilancia
