_source_system,_source_table,_extracted_at_utc,_snapshot_date,_snapshot_id,station_id,external_id,station_name,short_name,lat,lon,rental_methods,capacity,electric_bike_surcharge_waiver,is_charging_info,eightd_has_key_dispenser,has_kiosk,num_bikes_available,num_bikes_disabled,num_docks_available,num_docks_disabled,is_installed,is_renting,is_returning,last_reported,eightd_has_available_keys,is_charging_status,last_reported_datetime,bike_availability_pct,dock_availability_pct
ecobici,ecobici_realtime_stations,2026-06-12T05:15:09Z,2026-06-12,20260612T051508Z,1,e961269c-34c4-4b70-8e30-a51aa95a8429,CE-710 Molino del Rey - Glorieta de la Lealtad,710,19.416795,-99.192508,"['CREDITCARD', 'KEY']",39,False,False,False,True,11,1,27,0,1,1,1,1781235664,False,False,2026-06-12 03:41:04,0.28205128205128205,0.6923076923076923
ecobici,ecobici_realtime_stations,2026-06-12T05:15:09Z,2026-06-12,20260612T051508Z,5,3ea89109-d2f3-46eb-9c41-c43742050340,CE-407  Prolongación Xochicalco-General Emiliano Zapata,407,19.36726591257277,-99.15865559132271,"['CREDITCARD', 'KEY']",19,False,False,False,True,0,2,17,0,1,1,1,1781237919,False,False,2026-06-12 04:18:39,0.0,0.8947368421052632
ecobici,ecobici_realtime_stations,2026-06-12T05:15:09Z,2026-06-12,20260612T051508Z,6,ba78b703-4e5a-44bd-ab2c-1eedc71e11c3,CE-428  Prolongación Uxmal-Av. Popocatépetl (Eje 8),428,19.363404,-99.160395,"['CREDITCARD', 'KEY']",27,False,False,False,True,4,1,22,0,1,1,1,1781228618,False,False,2026-06-12 01:43:38,0.14814814814814814,0.8148148148148148
ecobici,ecobici_realtime_stations,2026-06-12T05:15:09Z,2026-06-12,20260612T051508Z,7,6563d263-2342-46e3-8983-461e68d2d615,CE-483 Colegio Salesiano - Marina Nacional,483,19.44304,-99.17759,"['CREDITCARD', 'KEY']",0,False,False,False,True,0,0,0,0,1,0,0,86400,False,False,1970-01-02 00:00:00,,
ecobici,ecobici_realtime_stations,2026-06-12T05:15:09Z,2026-06-12,20260612T051508Z,8,ec55e597-c8fc-4e86-bcfe-b0e81a494790,CE-443 Bruno Traven-Golondrinas,443,19.359583,-99.162085,"['CREDITCARD', 'KEY']",31,False,False,False,True,1,0,30,0,1,1,1,1781239396,False,False,2026-06-12 04:43:16,0.03225806451612903,0.967741935483871
ecobici,ecobici_realtime_stations,2026-06-12T05:15:09Z,2026-06-12,20260612T051508Z,9,a98c7fac-12ce-4895-923b-6b39f04721ca,CE-423 Moras-José María Rico (Eje 8),423,19.367816,-99.175269,"['CREDITCARD', 'KEY']",23,False,False,False,True,2,0,21,0,1,1,1,1781238170,False,False,2026-06-12 04:22:50,0.08695652173913043,0.9130434782608695
ecobici,ecobici_realtime_stations,2026-06-12T05:15:09Z,2026-06-12,20260612T051508Z,10,ae1c2b82-7148-41c2-acd1-d9280241f87e,CE-438 Adolfo Prieto-José María Olloqui,438,19.36473,-99.174447,"['CREDITCARD', 'KEY']",23,False,False,False,True,0,0,23,0,1,1,1,1781230990,False,False,2026-06-12 02:23:10,0.0,1.0
ecobici,ecobici_realtime_stations,2026-06-12T05:15:09Z,2026-06-12,20260612T051508Z,11,f6484d2e-8282-41e6-a023-1afb53dae580,CE-415 San Francisco-Parroquia,415,19.37099,-99.176135,"['CREDITCARD', 'KEY']",27,False,False,False,True,0,0,27,0,1,1,1,1781233519,False,False,2026-06-12 03:05:19,0.0,1.0
ecobici,ecobici_realtime_stations,2026-06-12T05:15:09Z,2026-06-12,20260612T051508Z,12,90714c5e-7256-4744-a55d-9370f26d89bd,CE-417 Goya-Augusto Rodin,417,19.373447,-99.184465,"['CREDITCARD', 'KEY']",27,False,False,False,True,1,1,25,0,1,1,1,1781238293,False,False,2026-06-12 04:24:53,0.037037037037037035,0.9259259259259259
ecobici,ecobici_realtime_stations,2026-06-12T05:15:09Z,2026-06-12,20260612T051508Z,14,1995f5cd-611e-4571-832d-57f4d19ffc57,CE-022 Reforma - Manchester,022,19.424784,-99.172119,"['CREDITCARD', 'KEY']",35,False,False,False,True,27,3,5,0,1,1,1,1781240191,False,False,2026-06-12 04:56:31,0.7714285714285715,0.14285714285714285
