_source_system,_source_table,_extracted_at_utc,_snapshot_date,_snapshot_id,query_timestamp,origin,destination,travel_mode,route_found,distance_meters,duration_seconds,static_duration_seconds,duration_minutes,static_duration_minutes,delay_seconds,delay_minutes,traffic_delay_pct,encoded_polyline,description,route_labels
google_routes,routes_api_ejemplo_ruta,2026-09-08T17:22:01Z,2026-09-08,20260908T172156Z,2026-09-08T17:21:56.465520,Metro Universidad,Rectoria UNAM,DRIVE,True,2330,420.0,421.0,7.0,7.016666666666667,-1.0,-0.016666666666666666,-0.23752969121140222,mh}tBxai|QwAIcDAuCGqDFkCLoBTk@NYPgDdDgGhDMPeBnHKTgCUIV@h@nBLDFf@Xf@`@tA`BN\HXDj@BfGDzDJtEDbFA`C`AtQU?I[KCgABQBSCYD,Investigación Científica y Escolar,DEFAULT_ROUTE
