_source_system,_source_table,_extracted_at_utc,_snapshot_date,_snapshot_id,query_timestamp,origin,destination,travel_mode,route_found,distance_meters,duration_seconds,static_duration_seconds,duration_minutes,static_duration_minutes,delay_seconds,delay_minutes,traffic_delay_pct,encoded_polyline,description,route_labels
google_routes,routes_api_ejemplo_ruta,2026-09-10T17:05:49Z,2026-09-10,20260910T170544Z,2026-09-10T17:05:44.798882,Metro Universidad,Rectoria UNAM,DRIVE,True,2330,431.0,421.0,7.183333333333334,7.016666666666667,10.0,0.16666666666666666,2.375296912114022,mh}tBxai|QwAIcDAuCGqDFkCLoBTk@NYPgDdDgGhDMPeBnHKTgCUIV@h@nBLDFf@Xf@`@tA`BN\HXDj@BfGDzDJtEDbFA`C`AtQU?I[KCgABQBSCYD,Investigación Científica y Escolar,DEFAULT_ROUTE
