_source_system,_source_table,_extracted_at_utc,_snapshot_date,_snapshot_id,station_id,num_bikes_available,num_bikes_disabled,num_docks_available,num_docks_disabled,is_installed,is_renting,is_returning,last_reported,eightd_has_available_keys,is_charging,last_reported_datetime
ecobici,ecobici_gbfs_station_status,2026-08-13T23:21:43Z,2026-08-13,20260813T232142Z,1,1,1,37,0,1,1,1,1786662803,False,False,2026-08-13 23:13:23
ecobici,ecobici_gbfs_station_status,2026-08-13T23:21:43Z,2026-08-13,20260813T232142Z,5,5,0,14,0,1,1,1,1786663123,False,False,2026-08-13 23:18:43
ecobici,ecobici_gbfs_station_status,2026-08-13T23:21:43Z,2026-08-13,20260813T232142Z,6,0,3,24,0,1,1,1,1786663253,False,False,2026-08-13 23:20:53
ecobici,ecobici_gbfs_station_status,2026-08-13T23:21:43Z,2026-08-13,20260813T232142Z,7,1,0,22,0,1,1,1,1786662555,False,False,2026-08-13 23:09:15
ecobici,ecobici_gbfs_station_status,2026-08-13T23:21:43Z,2026-08-13,20260813T232142Z,8,1,0,30,0,1,1,1,1786661148,False,False,2026-08-13 22:45:48
ecobici,ecobici_gbfs_station_status,2026-08-13T23:21:43Z,2026-08-13,20260813T232142Z,9,1,1,21,0,1,1,1,1786661644,False,False,2026-08-13 22:54:04
ecobici,ecobici_gbfs_station_status,2026-08-13T23:21:43Z,2026-08-13,20260813T232142Z,10,3,0,20,0,1,1,1,1786662969,False,False,2026-08-13 23:16:09
ecobici,ecobici_gbfs_station_status,2026-08-13T23:21:43Z,2026-08-13,20260813T232142Z,11,1,0,26,0,1,1,1,1786663029,False,False,2026-08-13 23:17:09
ecobici,ecobici_gbfs_station_status,2026-08-13T23:21:43Z,2026-08-13,20260813T232142Z,12,4,1,22,0,1,1,1,1786662732,False,False,2026-08-13 23:12:12
ecobici,ecobici_gbfs_station_status,2026-08-13T23:21:43Z,2026-08-13,20260813T232142Z,14,15,2,18,0,1,1,1,1786663210,False,False,2026-08-13 23:20:10
ecobici,ecobici_gbfs_station_status,2026-08-13T23:21:43Z,2026-08-13,20260813T232142Z,15,7,0,16,0,1,1,1,1786662817,False,False,2026-08-13 23:13:37
ecobici,ecobici_gbfs_station_status,2026-08-13T23:21:43Z,2026-08-13,20260813T232142Z,16,2,1,24,0,1,1,1,1786663199,False,False,2026-08-13 23:19:59
ecobici,ecobici_gbfs_station_status,2026-08-13T23:21:43Z,2026-08-13,20260813T232142Z,17,0,1,22,0,1,1,1,1786663246,False,False,2026-08-13 23:20:46
ecobici,ecobici_gbfs_station_status,2026-08-13T23:21:43Z,2026-08-13,20260813T232142Z,18,0,0,35,0,1,1,1,1786659862,False,False,2026-08-13 22:24:22
ecobici,ecobici_gbfs_station_status,2026-08-13T23:21:43Z,2026-08-13,20260813T232142Z,19,1,0,18,0,1,1,1,1786663252,False,False,2026-08-13 23:20:52
