_source_system,_source_table,_extracted_at_utc,_snapshot_date,_snapshot_id,station_id,num_bikes_available,num_bikes_disabled,num_docks_available,num_docks_disabled,is_installed,is_renting,is_returning,last_reported,eightd_has_available_keys,is_charging,last_reported_datetime
ecobici,ecobici_gbfs_station_status,2026-08-04T21:51:44Z,2026-08-04,20260804T215143Z,1,0,0,39,0,1,1,1,1785879231,False,False,2026-08-04 21:33:51
ecobici,ecobici_gbfs_station_status,2026-08-04T21:51:44Z,2026-08-04,20260804T215143Z,5,3,0,16,0,1,1,1,1785876800,False,False,2026-08-04 20:53:20
ecobici,ecobici_gbfs_station_status,2026-08-04T21:51:44Z,2026-08-04,20260804T215143Z,6,2,0,25,0,1,1,1,1785880244,False,False,2026-08-04 21:50:44
ecobici,ecobici_gbfs_station_status,2026-08-04T21:51:44Z,2026-08-04,20260804T215143Z,7,0,0,23,0,1,1,1,1785879990,False,False,2026-08-04 21:46:30
ecobici,ecobici_gbfs_station_status,2026-08-04T21:51:44Z,2026-08-04,20260804T215143Z,8,1,1,29,0,1,1,1,1785877118,False,False,2026-08-04 20:58:38
ecobici,ecobici_gbfs_station_status,2026-08-04T21:51:44Z,2026-08-04,20260804T215143Z,9,5,0,18,0,1,1,1,1785878731,False,False,2026-08-04 21:25:31
ecobici,ecobici_gbfs_station_status,2026-08-04T21:51:44Z,2026-08-04,20260804T215143Z,10,1,0,22,0,1,1,1,1785880210,False,False,2026-08-04 21:50:10
ecobici,ecobici_gbfs_station_status,2026-08-04T21:51:44Z,2026-08-04,20260804T215143Z,11,1,1,25,0,1,1,1,1785876970,False,False,2026-08-04 20:56:10
ecobici,ecobici_gbfs_station_status,2026-08-04T21:51:44Z,2026-08-04,20260804T215143Z,12,7,1,19,0,1,1,1,1785880188,False,False,2026-08-04 21:49:48
ecobici,ecobici_gbfs_station_status,2026-08-04T21:51:44Z,2026-08-04,20260804T215143Z,14,25,1,9,0,1,1,1,1785880226,False,False,2026-08-04 21:50:26
ecobici,ecobici_gbfs_station_status,2026-08-04T21:51:44Z,2026-08-04,20260804T215143Z,15,3,1,19,0,1,1,1,1785880276,False,False,2026-08-04 21:51:16
ecobici,ecobici_gbfs_station_status,2026-08-04T21:51:44Z,2026-08-04,20260804T215143Z,16,6,0,21,0,1,1,1,1785879786,False,False,2026-08-04 21:43:06
ecobici,ecobici_gbfs_station_status,2026-08-04T21:51:44Z,2026-08-04,20260804T215143Z,17,2,2,19,0,1,1,1,1785879278,False,False,2026-08-04 21:34:38
ecobici,ecobici_gbfs_station_status,2026-08-04T21:51:44Z,2026-08-04,20260804T215143Z,18,3,1,31,0,1,1,1,1785879754,False,False,2026-08-04 21:42:34
ecobici,ecobici_gbfs_station_status,2026-08-04T21:51:44Z,2026-08-04,20260804T215143Z,19,5,1,13,0,1,1,1,1785880232,False,False,2026-08-04 21:50:32
ecobici,ecobici_gbfs_station_status,2026-08-04T21:51:44Z,2026-08-04,20260804T215143Z,20,8,0,26,0,1,1,1,1785873478,False,False,2026-08-04 19:57:58
ecobici,ecobici_gbfs_station_status,2026-08-04T21:51:44Z,2026-08-04,20260804T215143Z,21,1,3,19,0,1,1,1,1785880014,False,False,2026-08-04 21:46:54
ecobici,ecobici_gbfs_station_status,2026-08-04T21:51:44Z,2026-08-04,20260804T215143Z,22,3,0,20,0,1,1,1,1785879846,False,False,2026-08-04 21:44:06
ecobici,ecobici_gbfs_station_status,2026-08-04T21:51:44Z,2026-08-04,20260804T215143Z,23,4,2,29,0,1,1,1,1785879676,False,False,2026-08-04 21:41:16
ecobici,ecobici_gbfs_station_status,2026-08-04T21:51:44Z,2026-08-04,20260804T215143Z,24,8,3,24,0,1,1,1,1785879840,False,False,2026-08-04 21:44:00
ecobici,ecobici_gbfs_station_status,2026-08-04T21:51:44Z,2026-08-04,20260804T215143Z,25,1,0,22,0,1,1,1,1785879487,False,False,2026-08-04 21:38:07
ecobici,ecobici_gbfs_station_status,2026-08-04T21:51:44Z,2026-08-04,20260804T215143Z,26,8,0,11,0,1,1,1,1785879812,False,False,2026-08-04 21:43:32
ecobici,ecobici_gbfs_station_status,2026-08-04T21:51:44Z,2026-08-04,20260804T215143Z,27,21,0,0,0,1,1,1,1785877228,False,False,2026-08-04 21:00:28
ecobici,ecobici_gbfs_station_status,2026-08-04T21:51:44Z,2026-08-04,20260804T215143Z,28,1,0,10,0,1,1,1,1785878747,False,False,2026-08-04 21:25:47
ecobici,ecobici_gbfs_station_status,2026-08-04T21:51:44Z,2026-08-04,20260804T215143Z,29,17,0,14,0,1,1,1,1785880251,False,False,2026-08-04 21:50:51
ecobici,ecobici_gbfs_station_status,2026-08-04T21:51:44Z,2026-08-04,20260804T215143Z,30,1,0,18,0,1,1,1,1785879733,False,False,2026-08-04 21:42:13
ecobici,ecobici_gbfs_station_status,2026-08-04T21:51:44Z,2026-08-04,20260804T215143Z,31,2,1,12,0,1,1,1,1785880067,False,False,2026-08-04 21:47:47
ecobici,ecobici_gbfs_station_status,2026-08-04T21:51:44Z,2026-08-04,20260804T215143Z,32,0,3,16,0,1,1,1,1785880075,False,False,2026-08-04 21:47:55
ecobici,ecobici_gbfs_station_status,2026-08-04T21:51:44Z,2026-08-04,20260804T215143Z,33,3,0,24,0,1,1,1,1785879266,False,False,2026-08-04 21:34:26
ecobici,ecobici_gbfs_station_status,2026-08-04T21:51:44Z,2026-08-04,20260804T215143Z,34,5,0,14,0,1,1,1,1785879961,False,False,2026-08-04 21:46:01
ecobici,ecobici_gbfs_station_status,2026-08-04T21:51:44Z,2026-08-04,20260804T215143Z,35,11,0,20,0,1,1,1,1785879783,False,False,2026-08-04 21:43:03
