_source_system,_source_table,_extracted_at_utc,_snapshot_date,_snapshot_id,station_id,num_bikes_available,num_bikes_disabled,num_docks_available,num_docks_disabled,is_installed,is_renting,is_returning,last_reported,eightd_has_available_keys,is_charging,last_reported_datetime
ecobici,ecobici_gbfs_station_status,2026-08-29T07:17:18Z,2026-08-29,20260829T071717Z,1,0,7,32,0,1,0,1,1787968640,False,False,2026-08-29 01:57:20
ecobici,ecobici_gbfs_station_status,2026-08-29T07:17:18Z,2026-08-29,20260829T071717Z,5,0,2,17,0,1,0,1,1787984166,False,False,2026-08-29 06:16:06
ecobici,ecobici_gbfs_station_status,2026-08-29T07:17:18Z,2026-08-29,20260829T071717Z,6,0,19,8,0,1,0,1,1787985097,False,False,2026-08-29 06:31:37
ecobici,ecobici_gbfs_station_status,2026-08-29T07:17:18Z,2026-08-29,20260829T071717Z,7,0,13,10,0,1,0,1,1787977106,False,False,2026-08-29 04:18:26
ecobici,ecobici_gbfs_station_status,2026-08-29T07:17:18Z,2026-08-29,20260829T071717Z,8,0,2,29,0,1,0,1,1787968838,False,False,2026-08-29 02:00:38
ecobici,ecobici_gbfs_station_status,2026-08-29T07:17:18Z,2026-08-29,20260829T071717Z,9,0,5,18,0,1,0,1,1787973379,False,False,2026-08-29 03:16:19
ecobici,ecobici_gbfs_station_status,2026-08-29T07:17:18Z,2026-08-29,20260829T071717Z,10,0,7,16,0,1,0,1,1787981559,False,False,2026-08-29 05:32:39
ecobici,ecobici_gbfs_station_status,2026-08-29T07:17:18Z,2026-08-29,20260829T071717Z,11,0,2,25,0,1,0,1,1787979602,False,False,2026-08-29 05:00:02
ecobici,ecobici_gbfs_station_status,2026-08-29T07:17:18Z,2026-08-29,20260829T071717Z,12,0,2,25,0,1,0,1,1787981614,False,False,2026-08-29 05:33:34
ecobici,ecobici_gbfs_station_status,2026-08-29T07:17:18Z,2026-08-29,20260829T071717Z,14,0,23,12,0,1,0,1,1787980095,False,False,2026-08-29 05:08:15
ecobici,ecobici_gbfs_station_status,2026-08-29T07:17:18Z,2026-08-29,20260829T071717Z,15,0,2,21,0,1,0,1,1787970005,False,False,2026-08-29 02:20:05
ecobici,ecobici_gbfs_station_status,2026-08-29T07:17:18Z,2026-08-29,20260829T071717Z,16,0,1,26,0,1,0,1,1787984678,False,False,2026-08-29 06:24:38
ecobici,ecobici_gbfs_station_status,2026-08-29T07:17:18Z,2026-08-29,20260829T071717Z,17,0,0,23,0,1,0,1,1787975097,False,False,2026-08-29 03:44:57
ecobici,ecobici_gbfs_station_status,2026-08-29T07:17:18Z,2026-08-29,20260829T071717Z,18,0,7,28,0,1,0,1,1787982255,False,False,2026-08-29 05:44:15
ecobici,ecobici_gbfs_station_status,2026-08-29T07:17:18Z,2026-08-29,20260829T071717Z,19,0,6,13,0,1,0,1,1787978229,False,False,2026-08-29 04:37:09
ecobici,ecobici_gbfs_station_status,2026-08-29T07:17:18Z,2026-08-29,20260829T071717Z,20,0,14,20,0,1,0,1,1787978858,False,False,2026-08-29 04:47:38
