_source_system,_source_table,_extracted_at_utc,_snapshot_date,_snapshot_id,station_id,num_bikes_available,num_bikes_disabled,num_docks_available,num_docks_disabled,is_installed,is_renting,is_returning,last_reported,eightd_has_available_keys,is_charging,last_reported_datetime
ecobici,ecobici_gbfs_station_status,2026-07-13T18:19:29Z,2026-07-13,20260713T181928Z,1,29,1,9,0,1,1,1,1783966596,False,False,2026-07-13 18:16:36
ecobici,ecobici_gbfs_station_status,2026-07-13T18:19:29Z,2026-07-13,20260713T181928Z,5,1,0,18,0,1,1,1,1783966685,False,False,2026-07-13 18:18:05
ecobici,ecobici_gbfs_station_status,2026-07-13T18:19:29Z,2026-07-13,20260713T181928Z,6,0,0,27,0,1,1,1,1783965980,False,False,2026-07-13 18:06:20
ecobici,ecobici_gbfs_station_status,2026-07-13T18:19:29Z,2026-07-13,20260713T181928Z,7,1,0,22,0,1,1,1,1783965630,False,False,2026-07-13 18:00:30
ecobici,ecobici_gbfs_station_status,2026-07-13T18:19:29Z,2026-07-13,20260713T181928Z,8,5,0,26,0,1,1,1,1783963710,False,False,2026-07-13 17:28:30
ecobici,ecobici_gbfs_station_status,2026-07-13T18:19:29Z,2026-07-13,20260713T181928Z,9,1,0,22,0,1,1,1,1783961368,False,False,2026-07-13 16:49:28
ecobici,ecobici_gbfs_station_status,2026-07-13T18:19:29Z,2026-07-13,20260713T181928Z,10,1,0,22,0,1,1,1,1783965842,False,False,2026-07-13 18:04:02
ecobici,ecobici_gbfs_station_status,2026-07-13T18:19:29Z,2026-07-13,20260713T181928Z,11,2,0,25,0,1,1,1,1783965649,False,False,2026-07-13 18:00:49
ecobici,ecobici_gbfs_station_status,2026-07-13T18:19:29Z,2026-07-13,20260713T181928Z,12,3,0,24,0,1,1,1,1783966616,False,False,2026-07-13 18:16:56
ecobici,ecobici_gbfs_station_status,2026-07-13T18:19:29Z,2026-07-13,20260713T181928Z,14,5,1,29,0,1,1,1,1783966582,False,False,2026-07-13 18:16:22
ecobici,ecobici_gbfs_station_status,2026-07-13T18:19:29Z,2026-07-13,20260713T181928Z,15,14,0,9,0,1,1,1,1783964113,False,False,2026-07-13 17:35:13
