_source_system,_source_table,_extracted_at_utc,_snapshot_date,_snapshot_id,station_id,num_bikes_available,num_bikes_disabled,num_docks_available,num_docks_disabled,is_installed,is_renting,is_returning,last_reported,eightd_has_available_keys,is_charging,last_reported_datetime
ecobici,ecobici_gbfs_station_status,2026-06-23T04:41:34Z,2026-06-23,20260623T044133Z,1,11,3,25,0,1,1,1,1782188642,False,False,2026-06-23 04:24:02
ecobici,ecobici_gbfs_station_status,2026-06-23T04:41:34Z,2026-06-23,20260623T044133Z,5,4,3,12,0,1,1,1,1782189683,False,False,2026-06-23 04:41:23
ecobici,ecobici_gbfs_station_status,2026-06-23T04:41:34Z,2026-06-23,20260623T044133Z,6,5,3,19,0,1,1,1,1782189196,False,False,2026-06-23 04:33:16
ecobici,ecobici_gbfs_station_status,2026-06-23T04:41:34Z,2026-06-23,20260623T044133Z,7,0,0,0,0,1,0,0,86400,False,False,1970-01-02 00:00:00
ecobici,ecobici_gbfs_station_status,2026-06-23T04:41:34Z,2026-06-23,20260623T044133Z,8,3,1,27,0,1,1,1,1782186492,False,False,2026-06-23 03:48:12
ecobici,ecobici_gbfs_station_status,2026-06-23T04:41:34Z,2026-06-23,20260623T044133Z,9,4,3,16,0,1,1,1,1782189020,False,False,2026-06-23 04:30:20
ecobici,ecobici_gbfs_station_status,2026-06-23T04:41:34Z,2026-06-23,20260623T044133Z,10,3,1,19,0,1,1,1,1782188786,False,False,2026-06-23 04:26:26
ecobici,ecobici_gbfs_station_status,2026-06-23T04:41:34Z,2026-06-23,20260623T044133Z,11,4,1,22,0,1,1,1,1782188965,False,False,2026-06-23 04:29:25
ecobici,ecobici_gbfs_station_status,2026-06-23T04:41:34Z,2026-06-23,20260623T044133Z,12,0,0,27,0,1,1,1,1782184467,False,False,2026-06-23 03:14:27
ecobici,ecobici_gbfs_station_status,2026-06-23T04:41:34Z,2026-06-23,20260623T044133Z,14,4,0,31,0,1,1,1,1782189337,False,False,2026-06-23 04:35:37
ecobici,ecobici_gbfs_station_status,2026-06-23T04:41:34Z,2026-06-23,20260623T044133Z,15,3,0,20,0,1,1,1,1782188476,False,False,2026-06-23 04:21:16
ecobici,ecobici_gbfs_station_status,2026-06-23T04:41:34Z,2026-06-23,20260623T044133Z,16,5,3,19,0,1,1,1,1782188323,False,False,2026-06-23 04:18:43
ecobici,ecobici_gbfs_station_status,2026-06-23T04:41:34Z,2026-06-23,20260623T044133Z,17,2,0,21,0,1,1,1,1782189013,False,False,2026-06-23 04:30:13
ecobici,ecobici_gbfs_station_status,2026-06-23T04:41:34Z,2026-06-23,20260623T044133Z,18,2,0,33,0,1,1,1,1782187783,False,False,2026-06-23 04:09:43
ecobici,ecobici_gbfs_station_status,2026-06-23T04:41:34Z,2026-06-23,20260623T044133Z,19,5,1,13,0,1,1,1,1782188970,False,False,2026-06-23 04:29:30
ecobici,ecobici_gbfs_station_status,2026-06-23T04:41:34Z,2026-06-23,20260623T044133Z,20,10,2,22,0,1,1,1,1782189659,False,False,2026-06-23 04:40:59
ecobici,ecobici_gbfs_station_status,2026-06-23T04:41:34Z,2026-06-23,20260623T044133Z,21,0,1,22,0,1,1,1,1782187187,False,False,2026-06-23 03:59:47
ecobici,ecobici_gbfs_station_status,2026-06-23T04:41:34Z,2026-06-23,20260623T044133Z,22,1,1,21,0,1,1,1,1782187576,False,False,2026-06-23 04:06:16
ecobici,ecobici_gbfs_station_status,2026-06-23T04:41:34Z,2026-06-23,20260623T044133Z,23,1,0,34,0,1,1,1,1782188533,False,False,2026-06-23 04:22:13
ecobici,ecobici_gbfs_station_status,2026-06-23T04:41:34Z,2026-06-23,20260623T044133Z,24,16,2,17,0,1,1,1,1782189484,False,False,2026-06-23 04:38:04
ecobici,ecobici_gbfs_station_status,2026-06-23T04:41:34Z,2026-06-23,20260623T044133Z,25,3,0,20,0,1,1,1,1782189290,False,False,2026-06-23 04:34:50
ecobici,ecobici_gbfs_station_status,2026-06-23T04:41:34Z,2026-06-23,20260623T044133Z,26,4,2,13,0,1,1,1,1782187975,False,False,2026-06-23 04:12:55
ecobici,ecobici_gbfs_station_status,2026-06-23T04:41:34Z,2026-06-23,20260623T044133Z,27,11,2,8,0,1,1,1,1782189571,False,False,2026-06-23 04:39:31
ecobici,ecobici_gbfs_station_status,2026-06-23T04:41:34Z,2026-06-23,20260623T044133Z,28,3,2,6,0,1,1,1,1782188510,False,False,2026-06-23 04:21:50
ecobici,ecobici_gbfs_station_status,2026-06-23T04:41:34Z,2026-06-23,20260623T044133Z,29,1,2,28,0,1,1,1,1782188257,False,False,2026-06-23 04:17:37
ecobici,ecobici_gbfs_station_status,2026-06-23T04:41:34Z,2026-06-23,20260623T044133Z,30,6,1,12,0,1,1,1,1782189317,False,False,2026-06-23 04:35:17
ecobici,ecobici_gbfs_station_status,2026-06-23T04:41:34Z,2026-06-23,20260623T044133Z,31,7,0,8,0,1,1,1,1782186901,False,False,2026-06-23 03:55:01
ecobici,ecobici_gbfs_station_status,2026-06-23T04:41:34Z,2026-06-23,20260623T044133Z,32,11,2,6,0,1,1,1,1782189284,False,False,2026-06-23 04:34:44
ecobici,ecobici_gbfs_station_status,2026-06-23T04:41:34Z,2026-06-23,20260623T044133Z,33,0,1,26,0,1,1,1,1782188415,False,False,2026-06-23 04:20:15
ecobici,ecobici_gbfs_station_status,2026-06-23T04:41:34Z,2026-06-23,20260623T044133Z,34,1,0,18,0,1,1,1,1782187479,False,False,2026-06-23 04:04:39
ecobici,ecobici_gbfs_station_status,2026-06-23T04:41:34Z,2026-06-23,20260623T044133Z,35,2,1,28,0,1,1,1,1782189338,False,False,2026-06-23 04:35:38
