_source_system,_source_table,_extracted_at_utc,_snapshot_date,_snapshot_id,entity_id,trip_id,route_id,direction_id,start_time,start_date,vehicle_id,vehicle_label,license_plate,latitude,longitude,bearing,speed_mps,speed_kmh,current_stop_sequence,stop_id,current_status,timestamp_raw,timestamp_cdmx,congestion_level,occupancy_status
metrobus,metrobus_vehicle_positions,2026-08-21T04:00:50Z,2026-08-21,20260821T040046Z,9531735f-7192-4f6d-968c-ea56892b2077,,19472,1.0,03:49:27,20260821,69379,2306,1240002,19.481979370117188,-99.10521697998047,113.0,12.0,43.2,,,,1787284827,2026-08-20 22:00:27-06:00,,
metrobus,metrobus_vehicle_positions,2026-08-21T04:00:50Z,2026-08-21,20260821T040046Z,822f6efa-1eae-4915-95d0-f024ee20207b,,19562,1.0,03:33:14,20260821,69378,2305,1240001,19.398231506347656,-99.11741638183594,883.0,24.0,86.4,,,,1787284836,2026-08-20 22:00:36-06:00,,
metrobus,metrobus_vehicle_positions,2026-08-21T04:00:50Z,2026-08-21,20260821T040046Z,c5755a98-d92d-4de5-b169-6cbcbade6918,,20212,1.0,03:08:21,20260821,69377,2304,1230200,19.467241287231445,-99.10269165039062,218.0,2.0,7.2,,,,1787284835,2026-08-20 22:00:35-06:00,,
metrobus,metrobus_vehicle_positions,2026-08-21T04:00:50Z,2026-08-21,20260821T040046Z,75478fbc-9127-4abf-9825-52ded7035279,,19563,0.0,02:55:36,20260821,69376,2303,1230199,19.40669059753418,-99.1805419921875,288.0,0.0,0.0,,,,1787284838,2026-08-20 22:00:38-06:00,,
metrobus,metrobus_vehicle_positions,2026-08-21T04:00:50Z,2026-08-21,20260821T040046Z,a7659d49-018f-4a07-a179-7a690deb4f03,,19563,0.0,03:16:50,20260821,69375,2302,1230198,19.39495086669922,-99.14392852783203,278.0,0.0,0.0,,,,1787284831,2026-08-20 22:00:31-06:00,,
metrobus,metrobus_vehicle_positions,2026-08-21T04:00:50Z,2026-08-21,20260821T040046Z,776718f1-fa9c-4bd9-b6da-e982e8d73a8d,,19491,1.0,03:51:35,20260821,70014,1210,001A196,19.36573028564453,-99.18152618408203,17.0,0.0,0.0,,,,1787284832,2026-08-20 22:00:32-06:00,,
metrobus,metrobus_vehicle_positions,2026-08-21T04:00:50Z,2026-08-21,20260821T040046Z,d7f13bd0-afca-4390-9a6f-73bc0b079b1d,,21312,1.0,02:59:40,20260821,69382,2309,1240005,19.466957092285156,-99.06181335449219,132.0,23.0,82.8,,,,1787284826,2026-08-20 22:00:26-06:00,,
metrobus,metrobus_vehicle_positions,2026-08-21T04:00:50Z,2026-08-21,20260821T040046Z,f35d1b62-af95-4724-9a67-5d45acb0db33,,19473,0.0,03:20:10,20260821,69381,2308,1240004,19.4895076751709,-99.13007354736328,291.0,12.0,43.2,,,,1787284836,2026-08-20 22:00:36-06:00,,
metrobus,metrobus_vehicle_positions,2026-08-21T04:00:50Z,2026-08-21,20260821T040046Z,e752a1d0-8123-4fb5-8a9f-be2e17a14aa0,,19472,1.0,03:58:13,20260821,69380,2307,1240003,19.491304397583008,-99.13539123535156,283.0,0.0,0.0,,,,1787284828,2026-08-20 22:00:28-06:00,,
metrobus,metrobus_vehicle_positions,2026-08-21T04:00:50Z,2026-08-21,20260821T040046Z,fb967c6a-8fd2-4fe5-8b6d-b35335ab638d,,19562,1.0,03:23:22,20260821,69393,2320,1230174,19.397172927856445,-99.1036605834961,967.0,20.0,72.0,,,,1787284831,2026-08-20 22:00:31-06:00,,
metrobus,metrobus_vehicle_positions,2026-08-21T04:00:50Z,2026-08-21,20260821T040046Z,82b57053-9d68-480e-855b-09f3175334bb,,19563,0.0,03:34:08,20260821,69390,2317,1240013,19.39430046081543,-99.09088134765625,303.0,21.0,75.60000000000001,,,,1787284830,2026-08-20 22:00:30-06:00,,
metrobus,metrobus_vehicle_positions,2026-08-21T04:00:50Z,2026-08-21,20260821T040046Z,02a9eb4a-1709-4f3f-a176-15a58ce68d61,,21312,1.0,03:59:50,20260821,69389,2316,1240012,19.50624656677246,-99.19083404541016,350.0,20.0,72.0,,,,1787284835,2026-08-20 22:00:35-06:00,,
metrobus,metrobus_vehicle_positions,2026-08-21T04:00:50Z,2026-08-21,20260821T040046Z,17ea1171-7472-4c8b-af48-0aeeb7ad23c5,,21311,0.0,03:38:32,20260821,69388,2315,1240011,19.478490829467773,-99.09624481201172,293.0,11.0,39.6,,,,1787284837,2026-08-20 22:00:37-06:00,,
metrobus,metrobus_vehicle_positions,2026-08-21T04:00:50Z,2026-08-21,20260821T040046Z,22a394ac-8081-4014-9a81-5c0edf77ed11,,19474,0.0,03:54:46,20260821,69387,2314,1240010,19.48993682861328,-99.13124084472656,292.0,0.0,0.0,,,,1787284833,2026-08-20 22:00:33-06:00,,
metrobus,metrobus_vehicle_positions,2026-08-21T04:00:50Z,2026-08-21,20260821T040046Z,c61662d9-a86e-474d-a04d-97c2147b1892,,19562,1.0,03:09:40,20260821,69386,2313,1240009,19.387903213500977,-99.08145904541016,125.0,49.0,176.4,,,,1787284833,2026-08-20 22:00:33-06:00,,
metrobus,metrobus_vehicle_positions,2026-08-21T04:00:50Z,2026-08-21,20260821T040046Z,40255bd0-55d6-4a93-a490-e9d78b6328b7,,21311,0.0,03:50:47,20260821,69385,2312,1240008,19.475872039794922,-99.07905578613281,195.0,14.0,50.4,,,,1787284835,2026-08-20 22:00:35-06:00,,
metrobus,metrobus_vehicle_positions,2026-08-21T04:00:50Z,2026-08-21,20260821T040046Z,c669c21e-d4ae-4df3-8848-5273fe79c7a4,,,,,,69383,2310,1240006,19.48967742919922,-99.13053131103516,291.0,11.0,39.6,,,,1787284841,2026-08-20 22:00:41-06:00,,
metrobus,metrobus_vehicle_positions,2026-08-21T04:00:50Z,2026-08-21,20260821T040046Z,0abf6f3f-93cd-4d09-bfb4-d2b40d3856f1,,20296,1.0,03:29:41,20260821,69198,800,1320055,19.428104400634766,-99.14859008789062,108.0,20.0,72.0,,,,1787284834,2026-08-20 22:00:34-06:00,,
metrobus,metrobus_vehicle_positions,2026-08-21T04:00:50Z,2026-08-21,20260821T040046Z,9897d694-8c82-43e6-b575-7c7101cf23b5,,19579,1.0,02:55:43,20260821,69886,801,1280065,19.4782772064209,-99.1211929321289,20.0,0.0,0.0,,,,1787284840,2026-08-20 22:00:40-06:00,,
metrobus,metrobus_vehicle_positions,2026-08-21T04:00:50Z,2026-08-21,20260821T040046Z,816c4ab8-e19a-4797-a455-d50a48ff96a5,,19583,1.0,03:25:46,20260821,69887,802,1280066,19.45722007751465,-99.129150390625,188.0,0.0,0.0,,,,1787284832,2026-08-20 22:00:32-06:00,,
metrobus,metrobus_vehicle_positions,2026-08-21T04:00:50Z,2026-08-21,20260821T040046Z,0b73f0a7-ae17-46bb-82bb-94e80f5abdb0,,,,,,69888,803,1280067,19.508333206176758,-99.1728744506836,0.0,0.0,0.0,,,,1783013862,2026-07-02 11:37:42-06:00,,
metrobus,metrobus_vehicle_positions,2026-08-21T04:00:50Z,2026-08-21,20260821T040046Z,4f8c3450-7ce6-4f0c-b3b6-86419507afb4,,19577,1.0,03:22:28,20260821,69889,804,1280068,19.440025329589844,-99.14348602294922,554.0,35.0,126.0,,,,1787284832,2026-08-20 22:00:32-06:00,,
metrobus,metrobus_vehicle_positions,2026-08-21T04:00:50Z,2026-08-21,20260821T040046Z,9962e159-3f19-49c0-b497-287ad737577a,,19579,1.0,01:15:58,20260821,69890,805,1280069,19.457672119140625,-99.12895202636719,215.0,0.0,0.0,,,,1787284828,2026-08-20 22:00:28-06:00,,
