_source_system,_source_table,_extracted_at_utc,_snapshot_date,_snapshot_id,entity_id,trip_id,route_id,direction_id,start_time,start_date,vehicle_id,vehicle_label,license_plate,latitude,longitude,bearing,speed_mps,speed_kmh,current_stop_sequence,stop_id,current_status,timestamp_raw,timestamp_cdmx,congestion_level,occupancy_status
metrobus,metrobus_vehicle_positions,2026-08-12T23:03:50Z,2026-08-12,20260812T230347Z,4113e410-0a64-440a-aa63-e5df699541ff,,19473,0.0,22:26:04,20260812,69379,2306,1240002,19.48868751525879,-99.12779235839844,275.0,23.0,82.8,,,,1786575808,2026-08-12 17:03:28-06:00,,
metrobus,metrobus_vehicle_positions,2026-08-12T23:03:50Z,2026-08-12,20260812T230347Z,920c1e06-55e6-480a-983b-dadfdceb8800,,19563,0.0,22:18:54,20260812,69378,2305,1240001,19.393709182739258,-99.13571166992188,278.0,38.0,136.8,,,,1786575816,2026-08-12 17:03:36-06:00,,
metrobus,metrobus_vehicle_positions,2026-08-12T23:03:50Z,2026-08-12,20260812T230347Z,da3cf391-f037-4e88-b35f-157dc37cacbd,,19475,1.0,22:41:45,20260812,69377,2304,1230200,19.492637634277344,-99.14320373535156,104.0,8.0,28.8,,,,1786575815,2026-08-12 17:03:35-06:00,,
metrobus,metrobus_vehicle_positions,2026-08-12T23:03:50Z,2026-08-12,20260812T230347Z,05ad81ca-da7b-45d0-a9db-5f6d3aa2a5a0,,19563,0.0,22:35:43,20260812,69376,2303,1230199,19.396442413330078,-99.09476470947266,279.0,0.0,0.0,,,,1786575815,2026-08-12 17:03:35-06:00,,
metrobus,metrobus_vehicle_positions,2026-08-12T23:03:50Z,2026-08-12,20260812T230347Z,93da9fce-12ef-4c54-8343-f1d397abe1f8,,19565,1.0,23:02:59,20260812,69375,2302,1230198,19.398622512817383,-99.15559387207031,262.0,8.0,28.8,,,,1786575810,2026-08-12 17:03:30-06:00,,
metrobus,metrobus_vehicle_positions,2026-08-12T23:03:50Z,2026-08-12,20260812T230347Z,8d2cd030-409f-497d-8b03-3724ad86fe56,,19492,0.0,21:58:37,20260812,70014,1210,001A196,19.350696563720703,-99.18651580810547,197.0,18.0,64.8,,,,1786575804,2026-08-12 17:03:24-06:00,,
metrobus,metrobus_vehicle_positions,2026-08-12T23:03:50Z,2026-08-12,20260812T230347Z,ec4008eb-180a-4d94-913f-4f7789259955,,,,,,69382,2309,1240005,19.4781436920166,-99.06490325927734,284.0,0.0,0.0,,,,1786573914,2026-08-12 16:31:54-06:00,,
metrobus,metrobus_vehicle_positions,2026-08-12T23:03:50Z,2026-08-12,20260812T230347Z,e597fe1f-d73a-4575-9996-2f0d0f972d7c,,19470,0.0,22:58:38,20260812,69381,2308,1240004,19.474288940429688,-99.06971740722656,317.0,54.0,194.4,,,,1786575805,2026-08-12 17:03:25-06:00,,
metrobus,metrobus_vehicle_positions,2026-08-12T23:03:50Z,2026-08-12,20260812T230347Z,7a2e4da8-e1de-48e3-934d-5e0a4098dfa5,,19473,0.0,22:38:14,20260812,69380,2307,1240003,19.483259201049805,-99.1090316772461,284.0,37.0,133.20000000000002,,,,1786575815,2026-08-12 17:03:35-06:00,,
metrobus,metrobus_vehicle_positions,2026-08-12T23:03:50Z,2026-08-12,20260812T230347Z,26b6b967-e87c-45da-aca7-42602da64817,,19562,1.0,22:10:34,20260812,69393,2320,1230174,19.383352279663086,-99.06068420410156,760.0,0.0,0.0,,,,1786575813,2026-08-12 17:03:33-06:00,,
metrobus,metrobus_vehicle_positions,2026-08-12T23:03:50Z,2026-08-12,20260812T230347Z,dde08181-c308-4112-bab9-ab6fec354cde,,,,,,69390,2317,1240013,19.38930892944336,-99.05838012695312,0.0,0.0,0.0,,,,1784858564,2026-07-23 20:02:44-06:00,,
