_source_system,_source_table,_extracted_at_utc,_snapshot_date,_snapshot_id,entity_id,trip_id,route_id,direction_id,start_time,start_date,vehicle_id,vehicle_label,license_plate,latitude,longitude,bearing,speed_mps,speed_kmh,current_stop_sequence,stop_id,current_status,timestamp_raw,timestamp_cdmx,congestion_level,occupancy_status
metrobus,metrobus_vehicle_positions,2026-07-18T00:11:43Z,2026-07-18,20260718T001126Z,7b488990-5aff-48ea-85bb-21f3c6aa303c,,19473,0.0,00:02:19,20260718,69379,2306,1240002,19.480947494506836,-99.07698059082031,240.0,0.0,0.0,,,,1784333481,2026-07-17 18:11:21-06:00,,
metrobus,metrobus_vehicle_positions,2026-07-18T00:11:43Z,2026-07-18,20260718T001126Z,f8a05881-18f3-47a4-804c-dc3c7a349353,,19566,0.0,23:58:53,20260717,69378,2305,1240001,19.383020401000977,-99.06092071533203,190.0,0.0,0.0,,,,1784333486,2026-07-17 18:11:26-06:00,,
metrobus,metrobus_vehicle_positions,2026-07-18T00:11:43Z,2026-07-18,20260718T001126Z,833753b3-32fe-4b3e-bb30-034601220f54,,19475,1.0,23:42:14,20260717,69377,2304,1230200,19.487079620361328,-99.12334442138672,114.0,0.0,0.0,,,,1784333494,2026-07-17 18:11:34-06:00,,
metrobus,metrobus_vehicle_positions,2026-07-18T00:11:43Z,2026-07-18,20260718T001126Z,a70e671f-d1de-4d2c-acb6-faa0caad450e,,19565,1.0,23:42:04,20260717,69376,2303,1230199,19.38740348815918,-99.0807113647461,126.0,13.0,46.800000000000004,,,,1784333488,2026-07-17 18:11:28-06:00,,
metrobus,metrobus_vehicle_positions,2026-07-18T00:11:43Z,2026-07-18,20260718T001126Z,adf680af-327a-4f34-a35f-224447bb5993,,19562,1.0,23:24:06,20260717,69375,2302,1230198,19.39183807373047,-99.0873794555664,130.0,12.0,43.2,,,,1784333491,2026-07-17 18:11:31-06:00,,
metrobus,metrobus_vehicle_positions,2026-07-18T00:11:43Z,2026-07-18,20260718T001126Z,757cdd83-d627-4c50-b2f1-263b2ec24823,,,,,,70014,1210,001A196,19.497892379760742,-99.11927032470703,0.0,0.0,0.0,,,,1784324278,2026-07-17 15:37:58-06:00,,
metrobus,metrobus_vehicle_positions,2026-07-18T00:11:43Z,2026-07-18,20260718T001126Z,a880eeae-a8db-43f9-8beb-1b68c01682c1,,19470,0.0,23:41:30,20260717,69382,2309,1240005,19.485002517700195,-99.11366271972656,175.0,17.0,61.2,,,,1784333498,2026-07-17 18:11:38-06:00,,
metrobus,metrobus_vehicle_positions,2026-07-18T00:11:43Z,2026-07-18,20260718T001126Z,46df7fa0-2874-46dc-ab3c-5cd9f6bd56a6,,,,,,69381,2308,1240004,19.50758934020996,-99.19933319091797,183.0,0.0,0.0,,,,1784333491,2026-07-17 18:11:31-06:00,,
metrobus,metrobus_vehicle_positions,2026-07-18T00:11:43Z,2026-07-18,20260718T001126Z,4532a19d-5f1b-4bb5-a1b3-e803884e1bf2,,19473,0.0,00:10:29,20260718,69380,2307,1240003,19.467348098754883,-99.06208038330078,312.0,17.0,61.2,,,,1784333490,2026-07-17 18:11:30-06:00,,
metrobus,metrobus_vehicle_positions,2026-07-18T00:11:43Z,2026-07-18,20260718T001126Z,a7a65728-ad33-44a3-a9c5-57244ffda1ff,,19567,1.0,23:51:24,20260717,69393,2320,1230174,19.395212173461914,-99.14665985107422,935.0,0.0,0.0,,,,1784333489,2026-07-17 18:11:29-06:00,,
metrobus,metrobus_vehicle_positions,2026-07-18T00:11:43Z,2026-07-18,20260718T001126Z,2c591585-9ab0-45ae-838d-f09342860289,,19563,0.0,00:00:10,20260718,69390,2317,1240013,19.383411407470703,-99.060791015625,189.0,0.0,0.0,,,,1784333497,2026-07-17 18:11:37-06:00,,
metrobus,metrobus_vehicle_positions,2026-07-18T00:11:43Z,2026-07-18,20260718T001126Z,1d8916ec-3959-4e6c-8d58-3b0d60fb0034,,19473,0.0,23:48:17,20260717,69389,2316,1240012,19.47731590270996,-99.09331512451172,293.0,4.0,14.4,,,,1784333483,2026-07-17 18:11:23-06:00,,
metrobus,metrobus_vehicle_positions,2026-07-18T00:11:43Z,2026-07-18,20260718T001126Z,d0daf748-0397-4bb7-aae7-94801712dc35,,19471,1.0,00:03:35,20260718,69388,2315,1240011,19.50432777404785,-99.18551635742188,101.0,44.0,158.4,,,,1784333495,2026-07-17 18:11:35-06:00,,
metrobus,metrobus_vehicle_positions,2026-07-18T00:11:43Z,2026-07-18,20260718T001126Z,1c500ce8-2386-4467-b461-79f22e931812,,19475,1.0,00:07:35,20260718,69387,2314,1240010,19.506614685058594,-99.19096374511719,170.0,39.0,140.4,,,,1784333497,2026-07-17 18:11:37-06:00,,
metrobus,metrobus_vehicle_positions,2026-07-18T00:11:43Z,2026-07-18,20260718T001126Z,43a622b8-4784-47c2-8e09-60ed34967e2f,,19566,0.0,23:32:08,20260717,69386,2313,1240009,19.397855758666992,-99.12944793701172,250.0,0.0,0.0,,,,1784333443,2026-07-17 18:10:43-06:00,,
metrobus,metrobus_vehicle_positions,2026-07-18T00:11:43Z,2026-07-18,20260718T001126Z,d30ca90b-ca8c-496b-abfb-06c1e8047533,,19471,1.0,23:44:06,20260717,69385,2312,1240008,19.48689842224121,-99.12313079833984,114.0,0.0,0.0,,,,1784333488,2026-07-17 18:11:28-06:00,,
metrobus,metrobus_vehicle_positions,2026-07-18T00:11:43Z,2026-07-18,20260718T001126Z,2909a083-9050-4637-88ff-0c489aaa8872,,,,,,69383,2310,1240006,19.46500015258789,-99.05964660644531,133.0,0.0,0.0,,,,1784333488,2026-07-17 18:11:28-06:00,,
metrobus,metrobus_vehicle_positions,2026-07-18T00:11:43Z,2026-07-18,20260718T001126Z,c79b5083-6276-459a-a711-14565bdcc82d,,19470,0.0,23:24:25,20260717,69198,800,1320055,19.493682861328125,-99.14727020263672,285.0,41.0,147.6,,,,1784333497,2026-07-17 18:11:37-06:00,,
metrobus,metrobus_vehicle_positions,2026-07-18T00:11:43Z,2026-07-18,20260718T001126Z,da16606e-9e3b-4448-bc41-53d5abd6e89c,,19576,0.0,23:38:51,20260717,69886,801,1280065,19.437103271484375,-99.1473159790039,235.0,31.0,111.60000000000001,,,,1784333489,2026-07-17 18:11:29-06:00,,
metrobus,metrobus_vehicle_positions,2026-07-18T00:11:43Z,2026-07-18,20260718T001126Z,c923b759-fc57-4a49-bd46-0a28e5f5988b,,19583,1.0,23:59:29,20260717,69887,802,1280066,19.431121826171875,-99.15869140625,47.0,0.0,0.0,,,,1784333495,2026-07-17 18:11:35-06:00,,
metrobus,metrobus_vehicle_positions,2026-07-18T00:11:43Z,2026-07-18,20260718T001126Z,0b73f0a7-ae17-46bb-82bb-94e80f5abdb0,,,,,,69888,803,1280067,19.508333206176758,-99.1728744506836,0.0,0.0,0.0,,,,1783013862,2026-07-02 11:37:42-06:00,,
metrobus,metrobus_vehicle_positions,2026-07-18T00:11:43Z,2026-07-18,20260718T001126Z,b726375c-8a5d-491e-a9a3-310d3b8ae220,,,,,,69889,804,1280068,19.492685317993164,-99.12078857421875,143.0,51.0,183.6,,,,1784333497,2026-07-17 18:11:37-06:00,,
metrobus,metrobus_vehicle_positions,2026-07-18T00:11:43Z,2026-07-18,20260718T001126Z,4a7c72e8-3216-4c1f-bddb-e8612ebca7d9,,,,,,69890,805,1280069,19.42716407775879,-99.20021057128906,279.0,0.0,0.0,,,,1784333492,2026-07-17 18:11:32-06:00,,
metrobus,metrobus_vehicle_positions,2026-07-18T00:11:43Z,2026-07-18,20260718T001126Z,7791e680-6004-4d0f-9588-7c9087ae3f66,,19566,0.0,23:11:04,20260717,69392,2319,1230173,19.402036666870117,-99.1698226928711,196.0,0.0,0.0,,,,1784333482,2026-07-17 18:11:22-06:00,,
metrobus,metrobus_vehicle_positions,2026-07-18T00:11:43Z,2026-07-18,20260718T001126Z,a488517d-48d8-4b70-a92a-580916523914,,19565,1.0,23:53:56,20260717,69391,2318,1230172,19.397632598876953,-99.10808563232422,972.0,36.0,129.6,,,,1784333491,2026-07-17 18:11:31-06:00,,
metrobus,metrobus_vehicle_positions,2026-07-18T00:11:43Z,2026-07-18,20260718T001126Z,89eaf1ec-7c6d-43f9-b1f7-199e3f4c7ce8,,19579,1.0,23:15:48,20260717,69892,807,1280071,19.46752166748047,-99.12522888183594,193.0,30.0,108.0,,,,1784333493,2026-07-17 18:11:33-06:00,,
metrobus,metrobus_vehicle_positions,2026-07-18T00:11:43Z,2026-07-18,20260718T001126Z,ed01081a-505e-474d-87c9-281089976e1d,,,,,,69893,808,1280072,19.507963180541992,-99.17213439941406,774.0,0.0,0.0,,,,1784304573,2026-07-17 10:09:33-06:00,,
metrobus,metrobus_vehicle_positions,2026-07-18T00:11:43Z,2026-07-18,20260718T001126Z,75ae283e-e581-43bd-a2a6-eaf798452422,,,,,,69398,2325,1230182,19.39031410217285,-99.05904388427734,0.0,0.0,0.0,,,,1784171269,2026-07-15 21:07:49-06:00,,
metrobus,metrobus_vehicle_positions,2026-07-18T00:11:43Z,2026-07-18,20260718T001126Z,6836b8d2-c5d9-4a52-b29f-468c94fdfdd3,,19562,1.0,23:20:07,20260717,69397,2324,1230180,19.384260177612305,-99.07601165771484,124.0,0.0,0.0,,,,1784333496,2026-07-17 18:11:36-06:00,,
metrobus,metrobus_vehicle_positions,2026-07-18T00:11:43Z,2026-07-18,20260718T001126Z,bfd26fef-4b08-4409-be9b-db6d5c27c302,,19562,1.0,00:03:01,20260718,69395,2322,1230176,19.404457092285156,-99.17414855957031,108.0,0.0,0.0,,,,1784333450,2026-07-17 18:10:50-06:00,,
metrobus,metrobus_vehicle_positions,2026-07-18T00:11:43Z,2026-07-18,20260718T001126Z,5add278c-a6ab-401a-a8c5-568a00679a0d,,19582,0.0,23:56:44,20260717,69895,810,1280074,19.459808349609375,-99.12813568115234,199.0,43.0,154.8,,,,1784333493,2026-07-17 18:11:33-06:00,,
metrobus,metrobus_vehicle_positions,2026-07-18T00:11:43Z,2026-07-18,20260718T001126Z,b9b58c31-9cc7-43f0-b9dd-916f9cbcacd2,,19566,0.0,23:15:52,20260717,69394,2321,1230175,19.40354347229004,-99.1688003540039,311.0,0.0,0.0,,,,1784333496,2026-07-17 18:11:36-06:00,,
metrobus,metrobus_vehicle_positions,2026-07-18T00:11:43Z,2026-07-18,20260718T001126Z,f9ecdce5-3ae9-4dcc-a154-6999b3db0bfb,,19579,1.0,23:50:59,20260717,69896,811,1280075,19.428390502929688,-99.16323852539062,692.0,6.0,21.6,,,,1784333494,2026-07-17 18:11:34-06:00,,
metrobus,metrobus_vehicle_positions,2026-07-18T00:11:43Z,2026-07-18,20260718T001126Z,c8c4b7b7-0de1-4888-95b8-b540096fc602,,19576,0.0,23:32:50,20260717,69897,812,1280076,19.428329467773438,-99.16497039794922,243.0,0.0,0.0,,,,1784333490,2026-07-17 18:11:30-06:00,,
metrobus,metrobus_vehicle_positions,2026-07-18T00:11:43Z,2026-07-18,20260718T001126Z,d09fecb6-e66f-4c1d-9fbd-e80ddf1cb1cb,,,,,,69898,813,1280077,19.50822639465332,-99.172119140625,0.0,0.0,0.0,,,,1784287069,2026-07-17 05:17:49-06:00,,
metrobus,metrobus_vehicle_positions,2026-07-18T00:11:43Z,2026-07-18,20260718T001126Z,6e72ba2b-d7d9-42ef-a39f-6483dbbeb78c,,19577,1.0,23:11:55,20260717,69899,814,1280078,19.47098159790039,-99.12393951416016,208.0,0.0,0.0,,,,1784333486,2026-07-17 18:11:26-06:00,,
metrobus,metrobus_vehicle_positions,2026-07-18T00:11:43Z,2026-07-18,20260718T001126Z,c0d39ef9-0d91-4a55-8ee7-3a9d3c5e9bbd,,19577,1.0,23:49:37,20260717,69900,815,1280079,19.429149627685547,-99.16292572021484,649.0,0.0,0.0,,,,1784333488,2026-07-17 18:11:28-06:00,,
metrobus,metrobus_vehicle_positions,2026-07-18T00:11:43Z,2026-07-18,20260718T001126Z,000bb50e-6131-4040-80f0-d23e7fbdc186,,19577,1.0,23:07:43,20260717,69901,816,1280080,19.474082946777344,-99.12264251708984,224.0,0.0,0.0,,,,1784333490,2026-07-17 18:11:30-06:00,,
metrobus,metrobus_vehicle_positions,2026-07-18T00:11:43Z,2026-07-18,20260718T001126Z,464c9e0a-d2c7-4181-8b0b-48ec0453c223,,,,,,69902,817,1280081,19.48879051208496,-99.11675262451172,288.0,0.0,0.0,,,,1784333491,2026-07-17 18:11:31-06:00,,
metrobus,metrobus_vehicle_positions,2026-07-18T00:11:43Z,2026-07-18,20260718T001126Z,36fd210e-2418-49a0-a7e0-fc885432dc20,,19577,1.0,23:43:05,20260717,69903,818,1280082,19.431364059448242,-99.15825653076172,613.0,15.0,54.0,,,,1784333487,2026-07-17 18:11:27-06:00,,
metrobus,metrobus_vehicle_positions,2026-07-18T00:11:43Z,2026-07-18,20260718T001126Z,a6f60efa-f048-4493-8f39-eb7a1fd63dd4,,19577,1.0,22:48:48,20260717,69904,819,1280083,19.49115753173828,-99.11949920654297,313.0,2.0,7.2,,,,1784333486,2026-07-17 18:11:26-06:00,,
