_source_system,_source_table,_extracted_at_utc,_snapshot_date,_snapshot_id,query_timestamp,origin_index,destination_index,origin,destination,travel_mode,status,condition,distance_meters,duration_seconds,static_duration_seconds,duration_minutes,static_duration_minutes,delay_seconds,delay_minutes,traffic_delay_pct,duration_score,delay_score,traffic_pct_score,criticality_score_0_100,criticality_level
google_routes,routes_api_score,2026-07-28T15:43:10Z,2026-07-28,20260728T154306Z,2026-07-28T15:43:10.767727,0,0,Metro Universidad,Rectoria UNAM,DRIVE,{},ROUTE_EXISTS,2330,386.0,437.0,6.433333333333334,7.283333333333333,-51.0,-0.85,-11.67048054919908,0.027928626842513578,0.09568627450980391,0.13726783903642253,7.3511645964847,Baja
google_routes,routes_api_score,2026-07-28T15:43:10Z,2026-07-28,20260728T154306Z,2026-07-28T15:43:10.767750,5,2,Metro Indios Verdes,IPN Zacatenco,DRIVE,{},ROUTE_EXISTS,3918,702.0,693.0,11.7,11.55,9.0,0.15,1.298701298701288,0.10964572019653478,0.14274509803921567,0.3709316248176817,17.34876833657025,Baja
google_routes,routes_api_score,2026-07-28T15:43:10Z,2026-07-28,20260728T154306Z,2026-07-28T15:43:10.767758,0,1,Metro Universidad,Facultad de Medicina UNAM,DRIVE,{},ROUTE_EXISTS,2697,480.0,546.0,8.0,9.1,-66.0,-1.1,-12.08791208791209,0.05223687613136799,0.08392156862745097,0.12974703820379568,7.882855091948257,Baja
google_routes,routes_api_score,2026-07-28T15:43:10Z,2026-07-28,20260728T154306Z,2026-07-28T15:43:10.767764,1,0,Metro Copilco,Rectoria UNAM,DRIVE,{},ROUTE_EXISTS,1714,278.0,331.0,4.633333333333334,5.516666666666667,-53.0,-0.8833333333333333,-16.012084592145015,0.0,0.09411764705882353,0.059045816326315705,4.475033973585138,Baja
google_routes,routes_api_score,2026-07-28T15:43:10Z,2026-07-28,20260728T154306Z,2026-07-28T15:43:10.767769,1,1,Metro Copilco,Facultad de Medicina UNAM,DRIVE,{},ROUTE_EXISTS,1883,318.0,394.0,5.3,6.566666666666666,-76.0,-1.2666666666666666,-19.289340101522846,0.010343935867597614,0.07607843137254902,0.0,3.1282222120811083,Baja
google_routes,routes_api_score,2026-07-28T15:43:10Z,2026-07-28,20260728T154306Z,2026-07-28T15:43:10.767775,3,2,Angel de la Independencia,IPN Zacatenco,DRIVE,{},ROUTE_EXISTS,12546,1212.0,1385.0,20.2,23.083333333333332,-173.0,-2.8833333333333333,-12.490974729241877,0.24153090250840448,0.0,0.12248511961982893,13.318593005274781,Baja
google_routes,routes_api_score,2026-07-28T15:43:10Z,2026-07-28,20260728T154306Z,2026-07-28T15:43:10.767780,2,2,Zocalo,IPN Zacatenco,DRIVE,{},ROUTE_EXISTS,9648,1332.0,1322.0,22.2,22.033333333333335,10.0,0.16666666666666666,0.7564296520423675,0.27256271011119737,0.14352941176470588,0.3611615986613537,24.512083339995662,Baja
google_routes,routes_api_score,2026-07-28T15:43:10Z,2026-07-28,20260728T154306Z,2026-07-28T15:43:10.767793,3,1,Angel de la Independencia,Facultad de Medicina UNAM,DRIVE,{},ROUTE_EXISTS,19656,2173.0,1942.0,36.21666666666667,32.36666666666667,231.0,3.85,11.89495365602471,0.4900439617274374,0.31686274509803924,0.5618426992357357,44.37902834088078,Media
google_routes,routes_api_score,2026-07-28T15:43:10Z,2026-07-28,20260728T154306Z,2026-07-28T15:43:10.767801,3,0,Angel de la Independencia,Rectoria UNAM,DRIVE,{},ROUTE_EXISTS,19781,2123.0,1934.0,35.38333333333333,32.233333333333334,189.0,3.15,9.772492244053765,0.4771140418929403,0.283921568627451,0.5236026333231695,41.87943945360649,Media
google_routes,routes_api_score,2026-07-28T15:43:10Z,2026-07-28,20260728T154306Z,2026-07-28T15:43:10.767807,4,0,WTC,Rectoria UNAM,DRIVE,{},ROUTE_EXISTS,13107,1471.0,1339.0,24.516666666666666,22.316666666666666,132.0,2.2,9.858103061986556,0.30850788725109907,0.23921568627450984,0.5251450704681343,32.75830535526999,Media
google_routes,routes_api_score,2026-07-28T15:43:10Z,2026-07-28,20260728T154306Z,2026-07-28T15:43:10.767813,4,2,WTC,IPN Zacatenco,DRIVE,{},ROUTE_EXISTS,17244,2234.0,1950.0,37.233333333333334,32.5,284.0,4.733333333333333,14.564102564102566,0.5058184639255238,0.35843137254901963,0.6099323509955616,47.50557593577549,Media
google_routes,routes_api_score,2026-07-28T15:43:10Z,2026-07-28,20260728T154306Z,2026-07-28T15:43:10.767818,2,0,Zocalo,Rectoria UNAM,DRIVE,{},ROUTE_EXISTS,21376,2707.0,2406.0,45.11666666666667,40.1,301.0,5.016666666666667,12.510390689941818,0.6281355055598656,0.37176470588235294,0.5729309350968391,52.73648115801309,Alta
google_routes,routes_api_score,2026-07-28T15:43:10Z,2026-07-28,20260728T154306Z,2026-07-28T15:43:10.767823,0,2,Metro Universidad,IPN Zacatenco,DRIVE,{},ROUTE_EXISTS,31798,3763.0,3244.0,62.71666666666667,54.06666666666667,519.0,8.65,15.99876695437732,0.9012154124644429,0.5427450980392157,0.6357804821027243,72.26638163432698,Alta
google_routes,routes_api_score,2026-07-28T15:43:10Z,2026-07-28,20260728T154306Z,2026-07-28T15:43:10.767827,5,0,Metro Indios Verdes,Rectoria UNAM,DRIVE,{},ROUTE_EXISTS,26857,4107.0,3035.0,68.45,50.583333333333336,1072.0,17.866666666666667,35.32125205930807,0.9901732609257825,0.9764705882352941,0.9839107707570588,98.41248274503668,Critica
google_routes,routes_api_score,2026-07-28T15:43:10Z,2026-07-28,20260728T154306Z,2026-07-28T15:43:10.767832,5,1,Metro Indios Verdes,Facultad de Medicina UNAM,DRIVE,{},ROUTE_EXISTS,26732,4145.0,3043.0,69.08333333333333,50.71666666666667,1102.0,18.366666666666667,36.21426224120934,1.0,1.0,1.0,100.0,Critica
google_routes,routes_api_score,2026-07-28T15:43:10Z,2026-07-28,20260728T154306Z,2026-07-28T15:43:10.767837,1,2,Metro Copilco,IPN Zacatenco,DRIVE,{},ROUTE_EXISTS,30508,3521.0,2994.0,58.68333333333333,49.9,527.0,8.783333333333333,17.601870407481623,0.8386346004654772,0.5490196078431372,0.6646633543027161,70.24751038151061,Alta
