_source_system,_source_table,_extracted_at_utc,_snapshot_date,_snapshot_id,query_timestamp,origin_index,destination_index,origin,destination,travel_mode,status,condition,distance_meters,duration_seconds,static_duration_seconds,duration_minutes,static_duration_minutes,delay_seconds,delay_minutes,traffic_delay_pct,duration_score,delay_score,traffic_pct_score,criticality_score_0_100,criticality_level
google_routes,routes_api_score,2026-09-17T17:42:51Z,2026-09-17,20260917T174247Z,2026-09-17T17:42:51.610147,1,1,Metro Copilco,Facultad de Medicina UNAM,DRIVE,{},ROUTE_EXISTS,2147,538.0,480.0,8.966666666666667,8.0,58.0,0.9666666666666667,12.083333333333336,0.03290375651220181,0.0647419072615923,0.33366217268190235,10.41987925084286,Baja
google_routes,routes_api_score,2026-09-17T17:42:51Z,2026-09-17,20260917T174247Z,2026-09-17T17:42:51.610169,0,0,Metro Universidad,Rectoria UNAM,DRIVE,{},ROUTE_EXISTS,2330,418.0,413.0,6.966666666666667,6.883333333333334,5.0,0.08333333333333333,1.2106537530266248,0.0,0.01837270341207349,0.09381001451674892,2.5192449097575507,Baja
google_routes,routes_api_score,2026-09-17T17:42:51Z,2026-09-17,20260917T174247Z,2026-09-17T17:42:51.610176,1,0,Metro Copilco,Rectoria UNAM,DRIVE,{},ROUTE_EXISTS,3711,778.0,704.0,12.966666666666667,11.733333333333333,74.0,1.2333333333333334,10.511363636363647,0.09871126953660543,0.07874015748031496,0.29898439876209315,13.177600616200131,Baja
google_routes,routes_api_score,2026-09-17T17:42:51Z,2026-09-17,20260917T174247Z,2026-09-17T17:42:51.610182,5,2,Metro Indios Verdes,IPN Zacatenco,DRIVE,{},ROUTE_EXISTS,3918,646.0,652.0,10.766666666666667,10.866666666666667,-6.0,-0.1,-0.9202453987730008,0.06251713737318346,0.008748906386701661,0.04680221330119822,4.055527171351779,Baja
google_routes,routes_api_score,2026-09-17T17:42:51Z,2026-09-17,20260917T174247Z,2026-09-17T17:42:51.610188,3,2,Angel de la Independencia,IPN Zacatenco,DRIVE,{},ROUTE_EXISTS,12546,1398.0,1373.0,23.3,22.883333333333333,25.0,0.4166666666666667,1.8208302986161717,0.2687140115163148,0.03587051618547681,0.10727055662510769,15.49300971722801,Baja
google_routes,routes_api_score,2026-09-17T17:42:51Z,2026-09-17,20260917T174247Z,2026-09-17T17:42:51.610194,4,1,WTC,Facultad de Medicina UNAM,DRIVE,{},ROUTE_EXISTS,12982,1328.0,1329.0,22.133333333333333,22.15,-1.0,-0.016666666666666666,-0.07524454477050302,0.2495201535508637,0.013123359580052493,0.06544299793822507,12.996584453855206,Baja
google_routes,routes_api_score,2026-09-17T17:42:51Z,2026-09-17,20260917T174247Z,2026-09-17T17:42:51.610199,4,2,WTC,IPN Zacatenco,DRIVE,{},ROUTE_EXISTS,17244,2186.0,1963.0,36.43333333333333,32.71666666666667,223.0,3.716666666666667,11.360163015792146,0.4847820126131066,0.20909886264216973,0.3177089791657976,35.48783034338169,Media
google_routes,routes_api_score,2026-09-17T17:42:51Z,2026-09-17,20260917T174247Z,2026-09-17T17:42:51.610212,4,0,WTC,Rectoria UNAM,DRIVE,{},ROUTE_EXISTS,14546,1569.0,1553.0,26.15,25.883333333333333,16.0,0.26666666666666666,1.0302640051513157,0.3156018645462023,0.027996500437445317,0.08983060263220038,16.9785734725337,Baja
google_routes,routes_api_score,2026-09-17T17:42:51Z,2026-09-17,20260917T174247Z,2026-09-17T17:42:51.610219,3,1,Angel de la Independencia,Facultad de Medicina UNAM,DRIVE,{},ROUTE_EXISTS,18901,2148.0,1996.0,35.8,33.266666666666666,152.0,2.533333333333333,7.615230460921851,0.47436248971757605,0.14698162729658792,0.23509547539847295,31.19257850064096,Media
google_routes,routes_api_score,2026-09-17T17:42:51Z,2026-09-17,20260917T174247Z,2026-09-17T17:42:51.610225,1,2,Metro Copilco,IPN Zacatenco,DRIVE,{},ROUTE_EXISTS,24733,3676.0,3142.0,61.266666666666666,52.36666666666667,534.0,8.9,16.995544239338003,0.8933369893062791,0.4811898512685915,0.44202592776778404,65.88232786853894,Alta
google_routes,routes_api_score,2026-09-17T17:42:51Z,2026-09-17,20260917T174247Z,2026-09-17T17:42:51.610231,2,1,Zocalo,Facultad de Medicina UNAM,DRIVE,{},ROUTE_EXISTS,21655,3172.0,2404.0,52.86666666666667,40.06666666666667,768.0,12.8,31.946755407653903,0.7551412119550316,0.6859142607174104,0.7718508103476818,73.42536987003942,Alta
google_routes,routes_api_score,2026-09-17T17:42:51Z,2026-09-17,20260917T174247Z,2026-09-17T17:42:51.610236,2,2,Zocalo,IPN Zacatenco,DRIVE,{},ROUTE_EXISTS,9648,1528.0,1324.0,25.466666666666665,22.066666666666666,204.0,3.4,15.407854984894254,0.3043597477378667,0.19247594050743655,0.40700137918606133,28.572874149685507,Media
google_routes,routes_api_score,2026-09-17T17:42:51Z,2026-09-17,20260917T174247Z,2026-09-17T17:42:51.610242,5,0,Metro Indios Verdes,Rectoria UNAM,DRIVE,{},ROUTE_EXISTS,28296,4065.0,3231.0,67.75,53.85,834.0,13.9,25.81244196843082,1.0,0.7436570428696413,0.6365273782174713,83.75854406478688,Critica
google_routes,routes_api_score,2026-09-17T17:42:51Z,2026-09-17,20260917T174247Z,2026-09-17T17:42:51.610248,3,0,Angel de la Independencia,Rectoria UNAM,DRIVE,{},ROUTE_EXISTS,20465,2382.0,2219.0,39.7,36.983333333333334,163.0,2.716666666666667,7.345651194231628,0.5385248149163696,0.15660542432195976,0.22914853578394187,34.297777238184054,Media
google_routes,routes_api_score,2026-09-17T17:42:51Z,2026-09-17,20260917T174247Z,2026-09-17T17:42:51.610252,5,1,Metro Indios Verdes,Facultad de Medicina UNAM,DRIVE,{},ROUTE_EXISTS,27302,3792.0,2665.0,63.2,44.416666666666664,1127.0,18.783333333333335,42.28893058161351,0.9251439539347409,1.0,1.0,96.63147792706334,Critica
